geoid,name,B19013001,"B19013001, Error"
05000US05043,"Drew County, AR",46997,6793
05000US05045,"Faulkner County, AR",52827,2465
05000US05047,"Franklin County, AR",38923,2340
05000US05049,"Fulton County, AR",35405,3688
05000US05051,"Garland County, AR",44777,1753
05000US05053,"Grant County, AR",55388,2924
05000US05055,"Greene County, AR",47056,2598
05000US05057,"Hempstead County, AR",42860,5744
05000US05059,"Hot Spring County, AR",43889,2791
05000US05061,"Howard County, AR",36059,4625
05000US05063,"Independence County, AR",44319,2382
05000US05065,"Izard County, AR",42876,2857
05000US05067,"Jackson County, AR",34109,2743
05000US05069,"Jefferson County, AR",40726,2231
05000US05071,"Johnson County, AR",38511,2440
05000US05073,"Lafayette County, AR",32397,2886
05000US05075,"Lawrence County, AR",39993,2451
05000US05077,"Lee County, AR",29681,4864
05000US05079,"Lincoln County, AR",46596,7184
05000US05081,"Little River County, AR",45113,4547
05000US05083,"Logan County, AR",41466,1679
05000US05085,"Lonoke County, AR",59094,2859
05000US05087,"Madison County, AR",41682,4925
05000US05089,"Marion County, AR",36719,3023
05000US05091,"Miller County, AR",43371,3494
05000US05093,"Mississippi County, AR",39962,3007
05000US05095,"Monroe County, AR",38468,6974
05000US05097,"Montgomery County, AR",35741,5112
05000US05099,"Nevada County, AR",38042,5624
05000US05101,"Newton County, AR",38082,5583
05000US05103,"Ouachita County, AR",35425,3518
05000US05105,"Perry County, AR",48667,5666
05000US05107,"Phillips County, AR",29320,3264
05000US05109,"Pike County, AR",40401,3771
05000US05111,"Poinsett County, AR",40921,2259
05000US05113,"Polk County, AR",37974,2051
05000US05115,"Pope County, AR",43462,2913
05000US05117,"Prairie County, AR",42660,3549
05000US05119,"Pulaski County, AR",51749,952
05000US05121,"Randolph County, AR",37218,2009
05000US05123,"St. Francis County, AR",35348,2831
05000US05125,"Saline County, AR",64412,1765
05000US05127,"Scott County, AR",36092,5599
05000US05129,"Searcy County, AR",36438,3138
05000US05131,"Sebastian County, AR",46228,1715
05000US05133,"Sevier County, AR",47704,3000
05000US05135,"Sharp County, AR",34671,2868
05000US05137,"Stone County, AR",38188,4048
05000US05139,"Union County, AR",44663,3590
05000US05141,"Van Buren County, AR",38499,2590
05000US05143,"Washington County, AR",50451,1049
05000US05145,"White County, AR",44029,2554
05000US05147,"Woodruff County, AR",32845,4860
05000US05149,"Yell County, AR",43923,3322
05000US06001,"Alameda County, CA",99406,921
05000US06003,"Alpine County, CA",63750,17778
05000US06005,"Amador County, CA",62772,2756
05000US06007,"Butte County, CA",52537,1618
05000US06009,"Calaveras County, CA",63158,4128
05000US06011,"Colusa County, CA",59401,4265
05000US06013,"Contra Costa County, CA",99716,1157
05000US06015,"Del Norte County, CA",45283,5017
05000US06017,"El Dorado County, CA",83377,2342
05000US06019,"Fresno County, CA",53969,794
05000US06021,"Glenn County, CA",49633,2854
05000US06023,"Humboldt County, CA",48041,1798
05000US06025,"Imperial County, CA",47622,1761
05000US06027,"Inyo County, CA",57316,4087
05000US06029,"Kern County, CA",53350,909
05000US06031,"Kings County, CA",57848,1714
05000US06033,"Lake County, CA",47040,2697
05000US06035,"Lassen County, CA",56352,2090
05000US06037,"Los Angeles County, CA",68044,347
05000US06039,"Madera County, CA",57585,2351
05000US06041,"Marin County, CA",115246,3328
05000US06043,"Mariposa County, CA",48820,4413
05000US06045,"Mendocino County, CA",51416,2038
05000US06047,"Merced County, CA",53672,1936
05000US06049,"Modoc County, CA",45507,5925
05000US06051,"Mono County, CA",62260,6457
05000US06053,"Monterey County, CA",71015,1262
05000US06055,"Napa County, CA",88596,2026
05000US06057,"Nevada County, CA",66096,3314
05000US06059,"Orange County, CA",90234,540
05000US06061,"Placer County, CA",89691,1824
05000US06063,"Plumas County, CA",55359,4650
05000US06065,"Riverside County, CA",67005,638
05000US06067,"Sacramento County, CA",67151,802
05000US06069,"San Benito County, CA",86958,4946
05000US06071,"San Bernardino County, CA",63362,581
05000US06073,"San Diego County, CA",78980,723
05000US06075,"San Francisco County, CA",112449,1612
05000US06077,"San Joaquin County, CA",64432,745
05000US06079,"San Luis Obispo County, CA",73518,1656
05000US06081,"San Mateo County, CA",122641,1680
05000US06083,"Santa Barbara County, CA",74624,1710
05000US06085,"Santa Clara County, CA",124055,1117
05000US06087,"Santa Cruz County, CA",82234,2168
05000US06089,"Shasta County, CA",54667,1486
05000US06091,"Sierra County, CA",52148,13874
05000US06093,"Siskiyou County, CA",45241,2380
05000US06095,"Solano County, CA",81472,1384
05000US06097,"Sonoma County, CA",81018,1194
05000US06099,"Stanislaus County, CA",60704,1045
05000US06101,"Sutter County, CA",59050,2491
05000US06103,"Tehama County, CA",44514,2916
05000US06105,"Trinity County, CA",40846,3837
05000US06107,"Tulare County, CA",49687,1171
05000US06109,"Tuolumne County, CA",60108,4605
05000US06111,"Ventura County, CA",88131,1069
05000US06113,"Yolo County, CA",70228,1616
05000US06115,"Yuba County, CA",58054,2384
05000US08001,"Adams County, CO",71202,1176
05000US08003,"Alamosa County, CO",37515,3772
05000US08005,"Arapahoe County, CO",77469,1006
05000US08007,"Archuleta County, CO",52221,3699
05000US08009,"Baca County, CO",35878,4195
05000US08011,"Bent County, CO",30900,2629
05000US08013,"Boulder County, CO",83019,1785
05000US08014,"Broomfield County, CO",96416,2241
05000US08015,"Chaffee County, CO",55771,2838
05000US08017,"Cheyenne County, CO",53977,12544
05000US08019,"Clear Creek County, CO",67060,10195
05000US08021,"Conejos County, CO",36084,2787
05000US08023,"Costilla County, CO",30965,4205
05000US08025,"Crowley County, CO",42135,6436
05000US08027,"Custer County, CO",53119,7591
05000US08029,"Delta County, CO",45269,3334
05000US08031,"Denver County, CO",68592,1281
05000US08033,"Dolores County, CO",45972,8828
05000US08035,"Douglas County, CO",119730,1710
05000US08037,"Eagle County, CO",84790,4430
05000US08039,"Elbert County, CO",99199,6613
05000US08041,"El Paso County, CO",68779,941
05000US08043,"Fremont County, CO",49409,1820
05000US08045,"Garfield County, CO",75937,3447
05000US08047,"Gilpin County, CO",76429,11197
05000US08049,"Grand County, CO",71198,4313
05000US08051,"Gunnison County, CO",56577,5212
05000US08053,"Hinsdale County, CO",56339,6265
05000US08055,"Huerfano County, CO",38137,4005
05000US08057,"Jackson County, CO",53300,7988
05000US08059,"Jefferson County, CO",82986,1188
05000US08061,"Kiowa County, CO",41731,5035
05000US08063,"Kit Carson County, CO",49349,4034
05000US08065,"Lake County, CO",50565,5331
05000US08067,"La Plata County, CO",68685,3081
05000US08069,"Larimer County, CO",71881,1640
05000US08071,"Las Animas County, CO",41817,3068
05000US08073,"Lincoln County, CO",47258,5573
05000US08075,"Logan County, CO",53318,3595
05000US08077,"Mesa County, CO",55379,1902
05000US08079,"Mineral County, CO",62188,10378
05000US08081,"Moffat County, CO",57229,6703
05000US08083,"Montezuma County, CO",49470,3430
05000US08085,"Montrose County, CO",50489,2510
05000US08087,"Morgan County, CO",53682,2609
05000US08089,"Otero County, CO",38169,2833
05000US08091,"Ouray County, CO",66417,9235
05000US08093,"Park County, CO",73622,5905
05000US08095,"Phillips County, CO",51155,3191
05000US08097,"Pitkin County, CO",78935,8840
05000US08099,"Prowers County, CO",41929,2484
05000US08101,"Pueblo County, CO",46783,1461
05000US08103,"Rio Blanco County, CO",54357,6895
05000US08105,"Rio Grande County, CO",39123,2724
05000US08107,"Routt County, CO",77443,3722
05000US08109,"Saguache County, CO",38571,4811
05000US08111,"San Juan County, CO",54625,8498
05000US08113,"San Miguel County, CO",67038,6786
05000US08115,"Sedgwick County, CO",43150,5088
05000US08117,"Summit County, CO",79277,3671
05000US08119,"Teller County, CO",66592,3958
05000US08121,"Washington County, CO",50094,3511
05000US08123,"Weld County, CO",74150,1069
05000US08125,"Yuma County, CO",52022,3630
05000US09001,"Fairfield County, CT",95645,1039
05000US09003,"Hartford County, CT",75148,890
05000US09005,"Litchfield County, CT",79906,2031
05000US09007,"Middlesex County, CT",85898,2013
05000US09009,"New Haven County, CT",69905,894
05000US09011,"New London County, CT",73490,1433
05000US09013,"Tolland County, CT",87069,1822
05000US09015,"Windham County, CT",66550,2060
05000US10001,"Kent County, DE",60910,1897
05000US10003,"New Castle County, DE",73892,1210
05000US10005,"Sussex County, DE",63162,1246
05000US11001,"District of Columbia, DC",86420,1008
05000US12001,"Alachua County, FL",49689,1364
05000US12003,"Baker County, FL",63275,5641
05000US12005,"Bay County, FL",54316,1400
05000US12007,"Bradford County, FL",45921,4718
05000US12009,"Brevard County, FL",56775,1142
05000US12011,"Broward County, FL",59547,722
05000US12013,"Calhoun County, FL",38568,3601
05000US12015,"Charlotte County, FL",51499,1195
05000US12017,"Citrus County, FL",44237,1416
05000US12019,"Clay County, FL",65740,1631
05000US12021,"Collier County, FL",69653,1389
05000US12023,"Columbia County, FL",46494,2732
05000US12027,"DeSoto County, FL",35438,1979
05000US12029,"Dixie County, FL",39828,2348
05000US12031,"Duval County, FL",55807,639
05000US12033,"Escambia County, FL",50915,851
05000US12035,"Flagler County, FL",54514,1988
05000US12037,"Franklin County, FL",46643,4905
05000US12039,"Gadsden County, FL",41401,1970
05000US12041,"Gilchrist County, FL",43640,2328
05000US12043,"Glades County, FL",40977,3405
05000US12045,"Gulf County, FL",47712,3899
05000US12047,"Hamilton County, FL",38569,5203
05000US12049,"Hardee County, FL",38682,2556
05000US12051,"Hendry County, FL",40820,2424
05000US12053,"Hernando County, FL",48812,1209
05000US12055,"Highlands County, FL",40942,1641
05000US12057,"Hillsborough County, FL",58884,776
05000US12059,"Holmes County, FL",39102,4454
05000US12061,"Indian River County, FL",54740,1707
05000US12063,"Jackson County, FL",39872,2267
05000US12065,"Jefferson County, FL",47240,7465
05000US12067,"Lafayette County, FL",50165,9268
05000US12069,"Lake County, FL",54513,1425
05000US12071,"Lee County, FL",57832,825
05000US12073,"Leon County, FL",53106,962
05000US12075,"Levy County, FL",37326,1840
05000US12077,"Liberty County, FL",38015,3066
05000US12079,"Madison County, FL",37037,3615
05000US12081,"Manatee County, FL",59009,1182
05000US12083,"Marion County, FL",45371,898
05000US12085,"Martin County, FL",61133,1643
05000US12086,"Miami-Dade County, FL",51347,459
05000US12087,"Monroe County, FL",70033,2233
05000US12089,"Nassau County, FL",69943,2887
05000US12091,"Okaloosa County, FL",63412,1330
05000US12093,"Okeechobee County, FL",41760,2208
05000US12095,"Orange County, FL",58254,787
05000US12097,"Osceola County, FL",52279,1510
05000US12099,"Palm Beach County, FL",63299,600
05000US12101,"Pasco County, FL",52828,824
05000US12103,"Pinellas County, FL",54090,501
05000US12105,"Polk County, FL",50584,745
05000US12107,"Putnam County, FL",37670,2268
05000US12109,"St. Johns County, FL",82252,2741
05000US12111,"St. Lucie County, FL",52322,1459
05000US12113,"Santa Rosa County, FL",67949,1768
05000US12115,"Sarasota County, FL",62236,1221
05000US12117,"Seminole County, FL",66768,1275
05000US12119,"Sumter County, FL",57226,2594
05000US12121,"Suwannee County, FL",47839,3831
05000US12123,"Taylor County, FL",40306,4867
05000US12125,"Union County, FL",44270,4260
05000US12127,"Volusia County, FL",49494,741
05000US12129,"Wakulla County, FL",61410,3327
05000US12131,"Walton County, FL",58093,3110
05000US12133,"Washington County, FL",37022,2500
05000US13001,"Appling County, GA",40304,5180
05000US13003,"Atkinson County, GA",37197,3686
05000US13005,"Bacon County, GA",37519,5492
05000US13007,"Baker County, GA",32917,6967
05000US13009,"Baldwin County, GA",43672,3736
05000US13011,"Banks County, GA",47811,3240
05000US13013,"Barrow County, GA",62345,2204
05000US13015,"Bartow County, GA",57423,2743
05000US13017,"Ben Hill County, GA",32229,3845
05000US13019,"Berrien County, GA",40415,3024
05000US13021,"Bibb County, GA",41334,1410
05000US13023,"Bleckley County, GA",48174,5073
05000US13025,"Brantley County, GA",38857,3480
05000US13027,"Brooks County, GA",38285,4839
05000US13029,"Bryan County, GA",72624,5926
05000US13031,"Bulloch County, GA",45550,2531
05000US13033,"Burke County, GA",44151,2438
05000US13035,"Butts County, GA",43471,3413
05000US13037,"Calhoun County, GA",34167,7088
05000US13039,"Camden County, GA",56951,3786
05000US13043,"Candler County, GA",33736,4663
05000US13045,"Carroll County, GA",53737,2418
05000US13047,"Catoosa County, GA",56235,2290
05000US13049,"Charlton County, GA",41961,3287
05000US13051,"Chatham County, GA",56842,1610
05000US13053,"Chattahoochee County, GA",47096,5158
05000US13055,"Chattooga County, GA",36807,2268
05000US13057,"Cherokee County, GA",82740,1762
05000US13059,"Clarke County, GA",38623,1685
05000US13061,"Clay County, GA",22325,4126
05000US13063,"Clayton County, GA",47864,1037
05000US13065,"Clinch County, GA",27658,7844
05000US13067,"Cobb County, GA",77932,976
05000US13069,"Coffee County, GA",40859,1870
05000US13071,"Colquitt County, GA",36435,1962
05000US13073,"Columbia County, GA",82339,3532
05000US13075,"Cook County, GA",41854,6613
05000US13077,"Coweta County, GA",75913,1688
05000US13079,"Crawford County, GA",46283,6099
05000US13081,"Crisp County, GA",36042,3020
05000US13083,"Dade County, GA",42581,3455
05000US13085,"Dawson County, GA",66281,5007
05000US13087,"Decatur County, GA",41481,3584
05000US13089,"DeKalb County, GA",62399,935
05000US13091,"Dodge County, GA",39302,3308
05000US13093,"Dooly County, GA",37340,4827
05000US13095,"Dougherty County, GA",39584,1655
05000US13097,"Douglas County, GA",63835,1777
05000US13099,"Early County, GA",30640,4145
05000US13101,"Echols County, GA",39494,7406
05000US13103,"Effingham County, GA",66822,3071
05000US13105,"Elbert County, GA",38678,3922
05000US13107,"Emanuel County, GA",37453,2873
05000US13109,"Evans County, GA",42607,6635
05000US13111,"Fannin County, GA",47997,3780
05000US13113,"Fayette County, GA",90145,3074
05000US13115,"Floyd County, GA",48336,2266
05000US13117,"Forsyth County, GA",107218,2004
05000US13119,"Franklin County, GA",42488,3257
05000US13121,"Fulton County, GA",69673,1081
05000US13123,"Gilmer County, GA",52625,4283
05000US13125,"Glascock County, GA",45000,7156
05000US13127,"Glynn County, GA",52977,2459
05000US13129,"Gordon County, GA",45865,2150
05000US13131,"Grady County, GA",43531,4548
05000US13133,"Greene County, GA",52129,4073
05000US13135,"Gwinnett County, GA",71026,1017
05000US13137,"Habersham County, GA",50563,2276
05000US13139,"Hall County, GA",62984,1831
05000US13141,"Hancock County, GA",31860,2378
05000US13143,"Haralson County, GA",48550,4212
05000US13145,"Harris County, GA",76319,5049
05000US13147,"Hart County, GA",43204,2514
05000US13149,"Heard County, GA",51358,3536
05000US13151,"Henry County, GA",71288,1649
05000US13153,"Houston County, GA",61723,2537
05000US13155,"Irwin County, GA",37736,7649
05000US13157,"Jackson County, GA",65385,2706
05000US13159,"Jasper County, GA",51250,7211
05000US13161,"Jeff Davis County, GA",36669,3668
05000US13163,"Jefferson County, GA",33944,2620
05000US13165,"Jenkins County, GA",27375,2529
05000US13167,"Johnson County, GA",42446,4985
05000US13169,"Jones County, GA",56020,3230
05000US13171,"Lamar County, GA",44846,6588
05000US13173,"Lanier County, GA",40986,6392
05000US13175,"Laurens County, GA",39120,1833
05000US13177,"Lee County, GA",69280,6985
05000US13179,"Liberty County, GA",48007,3067
05000US13181,"Lincoln County, GA",39742,4279
05000US13183,"Long County, GA",54605,4160
05000US13185,"Lowndes County, GA",42441,1964
05000US13187,"Lumpkin County, GA",51790,3919
05000US13189,"McDuffie County, GA",43468,4574
05000US13191,"McIntosh County, GA",49504,7904
05000US13193,"Macon County, GA",32161,5193
05000US13195,"Madison County, GA",52500,3574
05000US13197,"Marion County, GA",44643,6516
05000US13199,"Meriwether County, GA",37121,2313
05000US13201,"Miller County, GA",44542,9052
05000US13205,"Mitchell County, GA",38116,3416
05000US13207,"Monroe County, GA",54754,3038
05000US13209,"Montgomery County, GA",41996,4332
05000US13211,"Morgan County, GA",66178,4337
05000US13213,"Murray County, GA",48033,3177
05000US13215,"Muscogee County, GA",46408,1150
05000US13217,"Newton County, GA",56316,2625
05000US13219,"Oconee County, GA",90751,5299
05000US13221,"Oglethorpe County, GA",47120,2998
05000US13223,"Paulding County, GA",68370,2258
05000US13225,"Peach County, GA",46636,4174
05000US13227,"Pickens County, GA",67631,3328
05000US13229,"Pierce County, GA",42804,5914
05000US13231,"Pike County, GA",64878,4642
05000US13233,"Polk County, GA",44891,4327
05000US13235,"Pulaski County, GA",45148,5861
05000US13237,"Putnam County, GA",51606,4410
05000US13239,"Quitman County, GA",26667,9166
05000US13241,"Rabun County, GA",42500,2846
05000US13243,"Randolph County, GA",31699,2890
05000US13245,"Richmond County, GA",42728,1271
05000US13247,"Rockdale County, GA",60189,2499
05000US13249,"Schley County, GA",44448,5070
05000US13251,"Screven County, GA",39842,4647
05000US13253,"Seminole County, GA",33357,3366
05000US13255,"Spalding County, GA",47111,2588
05000US13257,"Stephens County, GA",47164,4740
05000US13259,"Stewart County, GA",29732,7010
05000US13261,"Sumter County, GA",36681,3354
05000US13263,"Talbot County, GA",38549,6323
05000US13265,"Taliaferro County, GA",37446,4353
05000US13267,"Tattnall County, GA",40730,3369
05000US13269,"Taylor County, GA",33832,3686
05000US13271,"Telfair County, GA",32405,5929
05000US13273,"Terrell County, GA",34768,5055
05000US13275,"Thomas County, GA",43740,3427
05000US13277,"Tift County, GA",45639,3008
05000US13279,"Toombs County, GA",40175,3877
05000US13281,"Towns County, GA",48219,2071
05000US13283,"Treutlen County, GA",32241,5568
05000US13285,"Troup County, GA",45649,2789
05000US13287,"Turner County, GA",37039,7761
05000US13289,"Twiggs County, GA",34879,4373
05000US13291,"Union County, GA",50021,4384
05000US13293,"Upson County, GA",37640,2814
05000US13295,"Walker County, GA",46157,2202
05000US13297,"Walton County, GA",61599,2604
05000US13299,"Ware County, GA",36869,3251
05000US13301,"Warren County, GA",37203,4111
05000US13303,"Washington County, GA",38068,3712
05000US13305,"Wayne County, GA",45483,2430
05000US13307,"Webster County, GA",37297,8791
05000US13309,"Wheeler County, GA",30192,4357
05000US13311,"White County, GA",52493,5401
05000US13313,"Whitfield County, GA",48623,1927
05000US13315,"Wilcox County, GA",36964,4097
05000US13317,"Wilkes County, GA",37838,5387
05000US13319,"Wilkinson County, GA",38996,6630
05000US13321,"Worth County, GA",45398,4820
05000US15001,"Hawaii County, HI",62409,2061
05000US15003,"Honolulu County, HI",85857,907
05000US15005,"Kalawao County, HI",69375,10338
05000US15007,"Kauai County, HI",83554,4362
05000US15009,"Maui County, HI",80948,3153
05000US16001,"Ada County, ID",66293,1189
05000US16003,"Adams County, ID",48856,3519
05000US16005,"Bannock County, ID",51734,2442
05000US16007,"Bear Lake County, ID",54167,5296
05000US16009,"Benewah County, ID",47556,3203
05000US16011,"Bingham County, ID",55472,2418
05000US16013,"Blaine County, ID",56694,9176
05000US16015,"Boise County, ID",59646,7806
05000US16017,"Bonner County, ID",50256,3474
05000US16019,"Bonneville County, ID",60615,1924
05000US16021,"Boundary County, ID",43423,5819
05000US16023,"Butte County, ID",42132,8709
05000US16025,"Camas County, ID",39688,7697
05000US16027,"Canyon County, ID",52134,1106
05000US16029,"Caribou County, ID",59053,5826
05000US16031,"Cassia County, ID",52935,2078
05000US16033,"Clark County, ID",46154,13380
05000US16035,"Clearwater County, ID",43915,3852
05000US16037,"Custer County, ID",40875,7107
05000US16039,"Elmore County, ID",46855,1859
05000US16041,"Franklin County, ID",57215,4826
05000US16043,"Fremont County, ID",58065,7403
05000US16045,"Gem County, ID",45492,5612
05000US16047,"Gooding County, ID",47204,5890
05000US16049,"Idaho County, ID",41516,3498
05000US16051,"Jefferson County, ID",63048,2472
05000US16053,"Jerome County, ID",52921,1963
05000US16055,"Kootenai County, ID",57242,1581
05000US16057,"Latah County, ID",49158,2621
05000US16059,"Lemhi County, ID",39324,3340
05000US16061,"Lewis County, ID",41198,2716
05000US16063,"Lincoln County, ID",50053,3151
05000US16065,"Madison County, ID",39160,3406
05000US16067,"Minidoka County, ID",53370,3516
05000US16069,"Nez Perce County, ID",58107,2995
05000US16071,"Oneida County, ID",53841,7349
05000US16073,"Owyhee County, ID",43798,3936
05000US16075,"Payette County, ID",50579,3801
05000US16077,"Power County, ID",48823,6145
05000US16079,"Shoshone County, ID",39386,2551
05000US16081,"Teton County, ID",74216,3576
05000US16083,"Twin Falls County, ID",52919,1911
05000US16085,"Valley County, ID",64475,10362
05000US16087,"Washington County, ID",40992,4353
05000US17001,"Adams County, IL",52993,1748
05000US17003,"Alexander County, IL",36806,3915
05000US17005,"Bond County, IL",57289,5314
05000US17007,"Boone County, IL",69272,3056
05000US17009,"Brown County, IL",61655,2135
05000US17011,"Bureau County, IL",57436,2381
05000US17013,"Calhoun County, IL",63009,6848
05000US17015,"Carroll County, IL",52410,3149
05000US17017,"Cass County, IL",52373,2835
05000US17019,"Champaign County, IL",52797,1094
05000US17021,"Christian County, IL",52834,1881
05000US17023,"Clark County, IL",56531,3145
05000US17025,"Clay County, IL",48500,2003
05000US17027,"Clinton County, IL",66639,2799
05000US17029,"Coles County, IL",46202,2982
05000US17031,"Cook County, IL",64660,348
05000US17033,"Crawford County, IL",49779,2539
05000US17035,"Cumberland County, IL",56206,6314
05000US17037,"DeKalb County, IL",63317,1940
05000US17039,"De Witt County, IL",55587,3818
05000US17041,"Douglas County, IL",56714,2861
05000US17043,"DuPage County, IL",92809,1225
05000US17045,"Edgar County, IL",53647,4003
05000US17047,"Edwards County, IL",51080,2986
05000US17049,"Effingham County, IL",56685,2748
05000US17051,"Fayette County, IL",46650,2696
05000US17053,"Ford County, IL",52092,2750
05000US17055,"Franklin County, IL",42769,1651
05000US17057,"Fulton County, IL",51643,1790
05000US17059,"Gallatin County, IL",44076,3494
05000US17061,"Greene County, IL",49885,2846
