geoid,name,B19013001,"B19013001, Error"
05000US17063,"Grundy County, IL",77350,2995
05000US17065,"Hamilton County, IL",54046,2811
05000US17067,"Hancock County, IL",52561,1921
05000US17069,"Hardin County, IL",51250,7769
05000US17071,"Henderson County, IL",53676,2371
05000US17073,"Henry County, IL",59933,2231
05000US17075,"Iroquois County, IL",52700,2607
05000US17077,"Jackson County, IL",37241,1961
05000US17079,"Jasper County, IL",54256,4372
05000US17081,"Jefferson County, IL",49896,2257
05000US17083,"Jersey County, IL",63028,4318
05000US17085,"Jo Daviess County, IL",57946,1889
05000US17087,"Johnson County, IL",52774,3215
05000US17089,"Kane County, IL",79394,1354
05000US17091,"Kankakee County, IL",58902,1656
05000US17093,"Kendall County, IL",96563,4721
05000US17095,"Knox County, IL",44129,2263
05000US17097,"Lake County, IL",89427,1284
05000US17099,"LaSalle County, IL",58142,1645
05000US17101,"Lawrence County, IL",46636,4679
05000US17103,"Lee County, IL",58194,3391
05000US17105,"Livingston County, IL",55160,3265
05000US17107,"Logan County, IL",57308,2900
05000US17109,"McDonough County, IL",44471,2569
05000US17111,"McHenry County, IL",86799,1690
05000US17113,"McLean County, IL",67675,1712
05000US17115,"Macon County, IL",50480,1549
05000US17117,"Macoupin County, IL",55159,3176
05000US17119,"Madison County, IL",60738,1285
05000US17121,"Marion County, IL",47519,1613
05000US17123,"Marshall County, IL",58465,2521
05000US17125,"Mason County, IL",48417,3322
05000US17127,"Massac County, IL",47481,3493
05000US17129,"Menard County, IL",74684,4853
05000US17131,"Mercer County, IL",59787,2490
05000US17133,"Monroe County, IL",85747,4533
05000US17135,"Montgomery County, IL",52748,2729
05000US17137,"Morgan County, IL",51437,3071
05000US17139,"Moultrie County, IL",61456,4262
05000US17141,"Ogle County, IL",60986,1651
05000US17143,"Peoria County, IL",55842,1432
05000US17145,"Perry County, IL",52428,3575
05000US17147,"Piatt County, IL",70849,3295
05000US17149,"Pike County, IL",47492,2904
05000US17151,"Pope County, IL",38056,7056
05000US17153,"Pulaski County, IL",34640,2825
05000US17155,"Putnam County, IL",63638,3673
05000US17157,"Randolph County, IL",53816,1966
05000US17159,"Richland County, IL",48894,2692
05000US17161,"Rock Island County, IL",54858,1256
05000US17163,"St. Clair County, IL",55179,1368
05000US17165,"Saline County, IL",44090,2721
05000US17167,"Sangamon County, IL",61912,952
05000US17169,"Schuyler County, IL",52357,6097
05000US17171,"Scott County, IL",57118,4231
05000US17173,"Shelby County, IL",52953,2732
05000US17175,"Stark County, IL",54907,4407
05000US17177,"Stephenson County, IL",48805,1430
05000US17179,"Tazewell County, IL",63454,1421
05000US17181,"Union County, IL",50625,2496
05000US17183,"Vermilion County, IL",46515,1848
05000US17185,"Wabash County, IL",50770,5162
05000US17187,"Warren County, IL",50310,1954
05000US17189,"Washington County, IL",61763,3230
05000US17191,"Wayne County, IL",50251,2728
05000US17193,"White County, IL",49290,3508
05000US17195,"Whiteside County, IL",54232,1984
05000US17197,"Will County, IL",86961,1079
05000US17199,"Williamson County, IL",50734,1701
05000US17201,"Winnebago County, IL",54489,845
05000US17203,"Woodford County, IL",72808,2705
05000US18001,"Adams County, IN",52504,3269
05000US18003,"Allen County, IN",54857,704
05000US18005,"Bartholomew County, IN",63431,2198
05000US18007,"Benton County, IN",49488,3535
05000US18009,"Blackford County, IN",43505,3009
05000US18011,"Boone County, IN",83077,2844
05000US18013,"Brown County, IN",61030,6672
05000US18015,"Carroll County, IN",54806,3837
05000US18017,"Cass County, IN",49415,1923
05000US18019,"Clark County, IN",55630,1397
05000US18021,"Clay County, IN",55637,3228
05000US18023,"Clinton County, IN",54286,2115
05000US18025,"Crawford County, IN",41662,3978
05000US18027,"Daviess County, IN",53629,1890
05000US18029,"Dearborn County, IN",68658,3434
05000US18031,"Decatur County, IN",57949,3008
05000US18033,"DeKalb County, IN",56421,2714
05000US18035,"Delaware County, IN",43512,1664
05000US18037,"Dubois County, IN",60666,2720
05000US18039,"Elkhart County, IN",57021,1449
05000US18041,"Fayette County, IN",46175,2303
05000US18043,"Floyd County, IN",64468,1671
05000US18045,"Fountain County, IN",52874,2622
05000US18047,"Franklin County, IN",62462,3618
05000US18049,"Fulton County, IN",52034,3260
05000US18051,"Gibson County, IN",55462,2825
05000US18053,"Grant County, IN",44356,1770
05000US18055,"Greene County, IN",51613,1873
05000US18057,"Hamilton County, IN",98173,2249
05000US18059,"Hancock County, IN",74072,2180
05000US18061,"Harrison County, IN",57712,4159
05000US18063,"Hendricks County, IN",81933,1467
05000US18065,"Henry County, IN",49832,1987
05000US18067,"Howard County, IN",52373,1737
05000US18069,"Huntington County, IN",53632,1739
05000US18071,"Jackson County, IN",51250,3199
05000US18073,"Jasper County, IN",63892,2848
05000US18075,"Jay County, IN",47658,2867
05000US18077,"Jefferson County, IN",52718,3034
05000US18079,"Jennings County, IN",54191,4117
05000US18081,"Johnson County, IN",72440,2013
05000US18083,"Knox County, IN",47380,3163
05000US18085,"Kosciusko County, IN",61366,2385
05000US18087,"LaGrange County, IN",64498,2312
05000US18089,"Lake County, IN",56128,837
05000US18091,"LaPorte County, IN",53658,1738
05000US18093,"Lawrence County, IN",53610,2810
05000US18095,"Madison County, IN",49522,1485
05000US18097,"Marion County, IN",48316,813
05000US18099,"Marshall County, IN",52658,1848
05000US18101,"Martin County, IN",52726,4201
05000US18103,"Miami County, IN",50657,2212
05000US18105,"Monroe County, IN",49839,1514
05000US18107,"Montgomery County, IN",55522,1895
05000US18109,"Morgan County, IN",64335,1643
05000US18111,"Newton County, IN",55356,3907
05000US18113,"Noble County, IN",56789,2386
05000US18115,"Ohio County, IN",60128,5854
05000US18117,"Orange County, IN",47917,3801
05000US18119,"Owen County, IN",49543,4296
05000US18121,"Parke County, IN",52618,3992
05000US18123,"Perry County, IN",52348,3637
05000US18125,"Pike County, IN",50194,4281
05000US18127,"Porter County, IN",71152,1412
05000US18129,"Posey County, IN",64196,2671
05000US18131,"Pulaski County, IN",49580,2932
05000US18133,"Putnam County, IN",61047,2177
05000US18135,"Randolph County, IN",48036,1892
05000US18137,"Ripley County, IN",56332,1768
05000US18139,"Rush County, IN",54346,2989
05000US18141,"St. Joseph County, IN",52769,1254
05000US18143,"Scott County, IN",48700,3777
05000US18145,"Shelby County, IN",60404,3432
05000US18147,"Spencer County, IN",57305,2371
05000US18149,"Starke County, IN",51190,2338
05000US18151,"Steuben County, IN",58279,2292
05000US18153,"Sullivan County, IN",50245,3719
05000US18155,"Switzerland County, IN",49383,4521
05000US18157,"Tippecanoe County, IN",53130,1319
05000US18159,"Tipton County, IN",58118,5388
05000US18161,"Union County, IN",50375,2813
05000US18163,"Vanderburgh County, IN",49708,1413
05000US18165,"Vermillion County, IN",50243,3051
05000US18167,"Vigo County, IN",45230,1685
05000US18169,"Wabash County, IN",54259,2538
05000US18171,"Warren County, IN",60553,7107
05000US18173,"Warrick County, IN",73482,2865
05000US18175,"Washington County, IN",47983,3204
05000US18177,"Wayne County, IN",46516,1828
05000US18179,"Wells County, IN",59237,3628
05000US18181,"White County, IN",54576,4105
05000US18183,"Whitley County, IN",61741,2240
05000US19001,"Adair County, IA",53363,3262
05000US19003,"Adams County, IA",49255,4672
05000US19005,"Allamakee County, IA",52216,3646
05000US19007,"Appanoose County, IA",40167,2990
05000US19009,"Audubon County, IA",52055,4085
05000US19011,"Benton County, IA",67729,3449
05000US19013,"Black Hawk County, IA",53539,1157
05000US19015,"Boone County, IA",64000,2791
05000US19017,"Bremer County, IA",70395,3362
05000US19019,"Buchanan County, IA",64837,2975
05000US19021,"Buena Vista County, IA",57125,2309
05000US19023,"Butler County, IA",57115,1634
05000US19025,"Calhoun County, IA",52323,3140
05000US19027,"Carroll County, IA",59212,2944
05000US19029,"Cass County, IA",50187,4971
05000US19031,"Cedar County, IA",67795,3340
05000US19033,"Cerro Gordo County, IA",53963,1966
05000US19035,"Cherokee County, IA",56550,4568
05000US19037,"Chickasaw County, IA",60034,7024
05000US19039,"Clarke County, IA",54427,3367
05000US19041,"Clay County, IA",50521,4036
05000US19043,"Clayton County, IA",53152,2628
05000US19045,"Clinton County, IA",51688,2798
05000US19047,"Crawford County, IA",55755,4605
05000US19049,"Dallas County, IA",88479,3234
05000US19051,"Davis County, IA",63404,7332
05000US19053,"Decatur County, IA",44462,2903
05000US19055,"Delaware County, IA",63750,4121
05000US19057,"Des Moines County, IA",51267,1559
05000US19059,"Dickinson County, IA",59969,4159
05000US19061,"Dubuque County, IA",63031,1310
05000US19063,"Emmet County, IA",51563,5361
05000US19065,"Fayette County, IA",51128,2241
05000US19067,"Floyd County, IA",50406,2688
05000US19069,"Franklin County, IA",56419,3291
05000US19071,"Fremont County, IA",56750,4277
05000US19073,"Greene County, IA",53050,5404
05000US19075,"Grundy County, IA",68038,3966
05000US19077,"Guthrie County, IA",61161,2175
05000US19079,"Hamilton County, IA",60910,3737
05000US19081,"Hancock County, IA",61761,2156
05000US19083,"Hardin County, IA",54196,1406
05000US19085,"Harrison County, IA",63854,1897
05000US19087,"Henry County, IA",53501,2024
05000US19089,"Howard County, IA",55060,2985
05000US19091,"Humboldt County, IA",54575,2456
05000US19093,"Ida County, IA",58427,3425
05000US19095,"Iowa County, IA",61443,4740
05000US19097,"Jackson County, IA",55967,3583
05000US19099,"Jasper County, IA",58952,2879
05000US19101,"Jefferson County, IA",47708,5691
05000US19103,"Johnson County, IA",62542,1520
05000US19105,"Jones County, IA",57549,5448
05000US19107,"Keokuk County, IA",52881,2988
05000US19109,"Kossuth County, IA",56073,1717
05000US19111,"Lee County, IA",49564,2446
05000US19113,"Linn County, IA",64903,1373
05000US19115,"Louisa County, IA",56673,4595
05000US19117,"Lucas County, IA",55205,6030
05000US19119,"Lyon County, IA",64982,3295
05000US19121,"Madison County, IA",66316,5435
05000US19123,"Mahaska County, IA",54825,3109
05000US19125,"Marion County, IA",61038,2812
05000US19127,"Marshall County, IA",56437,2505
05000US19129,"Mills County, IA",72079,3983
05000US19131,"Mitchell County, IA",58302,3349
05000US19133,"Monona County, IA",47605,2995
05000US19135,"Monroe County, IA",58269,7638
05000US19137,"Montgomery County, IA",51696,3040
05000US19139,"Muscatine County, IA",58453,2650
05000US19141,"O'Brien County, IA",53703,2893
05000US19143,"Osceola County, IA",59725,4552
05000US19145,"Page County, IA",51867,2721
05000US19147,"Palo Alto County, IA",52932,2550
05000US19149,"Plymouth County, IA",67297,3025
05000US19151,"Pocahontas County, IA",52448,3387
05000US19153,"Polk County, IA",67637,1228
05000US19155,"Pottawattamie County, IA",60065,1577
05000US19157,"Poweshiek County, IA",53852,3077
05000US19159,"Ringgold County, IA",55271,4926
05000US19161,"Sac County, IA",58232,2084
05000US19163,"Scott County, IA",61183,1706
05000US19165,"Shelby County, IA",58000,6105
05000US19167,"Sioux County, IA",69844,2454
05000US19169,"Story County, IA",56756,2379
05000US19171,"Tama County, IA",56037,2604
05000US19173,"Taylor County, IA",50431,2804
05000US19175,"Union County, IA",49900,3595
05000US19177,"Van Buren County, IA",48591,2302
05000US19179,"Wapello County, IA",46246,2274
05000US19181,"Warren County, IA",77048,2732
05000US19183,"Washington County, IA",62556,2417
05000US19185,"Wayne County, IA",44768,3563
05000US19187,"Webster County, IA",47466,3472
05000US19189,"Winnebago County, IA",49870,2530
05000US19191,"Winneshiek County, IA",65263,1819
05000US19193,"Woodbury County, IA",59224,1638
05000US19195,"Worth County, IA",57130,4064
05000US19197,"Wright County, IA",53333,3030
05000US20001,"Allen County, KS",45333,4574
05000US20003,"Anderson County, KS",50213,7491
05000US20005,"Atchison County, KS",50439,5066
05000US20007,"Barber County, KS",50174,5636
05000US20009,"Barton County, KS",49723,2884
05000US20011,"Bourbon County, KS",43917,1671
05000US20013,"Brown County, KS",48333,2683
05000US20015,"Butler County, KS",64782,2220
05000US20017,"Chase County, KS",45353,3024
05000US20019,"Chautauqua County, KS",40298,3557
05000US20021,"Cherokee County, KS",43175,3105
05000US20023,"Cheyenne County, KS",47639,6151
05000US20025,"Clark County, KS",53348,5728
05000US20027,"Clay County, KS",53929,8007
05000US20029,"Cloud County, KS",45373,3246
05000US20031,"Coffey County, KS",59583,4169
05000US20033,"Comanche County, KS",54821,8956
05000US20035,"Cowley County, KS",50102,2779
05000US20037,"Crawford County, KS",41004,2260
05000US20039,"Decatur County, KS",48125,5615
05000US20041,"Dickinson County, KS",49991,3791
05000US20043,"Doniphan County, KS",49703,4188
05000US20045,"Douglas County, KS",59435,2683
05000US20047,"Edwards County, KS",50902,2789
05000US20049,"Elk County, KS",38750,4149
05000US20051,"Ellis County, KS",52883,4253
05000US20053,"Ellsworth County, KS",54902,5304
05000US20055,"Finney County, KS",60798,4902
05000US20057,"Ford County, KS",51711,2909
05000US20059,"Franklin County, KS",56582,3044
05000US20061,"Geary County, KS",53133,3035
05000US20063,"Gove County, KS",48317,6618
05000US20065,"Graham County, KS",46375,4597
05000US20067,"Grant County, KS",53413,8952
05000US20069,"Gray County, KS",64930,3363
05000US20071,"Greeley County, KS",54112,3349
05000US20073,"Greenwood County, KS",41982,3275
05000US20075,"Hamilton County, KS",46944,7776
05000US20077,"Harper County, KS",49865,2945
05000US20079,"Harvey County, KS",57982,2101
05000US20081,"Haskell County, KS",55064,4718
05000US20083,"Hodgeman County, KS",61211,5331
05000US20085,"Jackson County, KS",57914,2619
05000US20087,"Jefferson County, KS",64864,4161
05000US20089,"Jewell County, KS",40676,3686
05000US20091,"Johnson County, KS",89087,998
05000US20093,"Kearny County, KS",52599,10953
05000US20095,"Kingman County, KS",60469,4333
05000US20097,"Kiowa County, KS",53274,4282
05000US20099,"Labette County, KS",47643,2802
05000US20101,"Lane County, KS",52125,11836
05000US20103,"Leavenworth County, KS",73013,1924
05000US20105,"Lincoln County, KS",45076,4548
05000US20107,"Linn County, KS",48778,5724
05000US20109,"Logan County, KS",51740,2956
05000US20111,"Lyon County, KS",46338,2947
05000US20113,"McPherson County, KS",59089,3865
05000US20115,"Marion County, KS",52123,3222
05000US20117,"Marshall County, KS",51895,1946
05000US20119,"Meade County, KS",59316,5364
05000US20121,"Miami County, KS",71995,2762
05000US20123,"Mitchell County, KS",46203,3054
05000US20125,"Montgomery County, KS",45157,2834
05000US20127,"Morris County, KS",55658,6747
05000US20129,"Morton County, KS",47750,7802
05000US20131,"Nemaha County, KS",63216,3169
05000US20133,"Neosho County, KS",46291,2607
05000US20135,"Ness County, KS",56492,4610
05000US20137,"Norton County, KS",49038,6902
05000US20139,"Osage County, KS",54090,3449
05000US20141,"Osborne County, KS",51286,5669
05000US20143,"Ottawa County, KS",54784,4009
05000US20145,"Pawnee County, KS",49917,7384
05000US20147,"Phillips County, KS",50093,1778
05000US20149,"Pottawatomie County, KS",66835,5746
05000US20151,"Pratt County, KS",52327,3804
05000US20153,"Rawlins County, KS",53207,5460
05000US20155,"Reno County, KS",49936,1432
05000US20157,"Republic County, KS",47976,3573
05000US20159,"Rice County, KS",53012,5737
05000US20161,"Riley County, KS",51208,2475
05000US20163,"Rooks County, KS",49415,3313
05000US20165,"Rush County, KS",47981,8624
05000US20167,"Russell County, KS",44792,9481
05000US20169,"Saline County, KS",52200,1534
05000US20171,"Scott County, KS",65417,14312
05000US20173,"Sedgwick County, KS",56524,809
05000US20175,"Seward County, KS",49291,3984
05000US20177,"Shawnee County, KS",56762,1577
05000US20179,"Sheridan County, KS",62885,11634
05000US20181,"Sherman County, KS",54754,2686
05000US20183,"Smith County, KS",43429,4967
05000US20185,"Stafford County, KS",49375,5250
05000US20187,"Stanton County, KS",52054,7232
05000US20189,"Stevens County, KS",57806,10794
05000US20191,"Sumner County, KS",55000,4888
05000US20193,"Thomas County, KS",60124,5288
05000US20195,"Trego County, KS",57966,6621
05000US20197,"Wabaunsee County, KS",61178,3872
05000US20199,"Wallace County, KS",63269,10491
05000US20201,"Washington County, KS",50588,2822
05000US20203,"Wichita County, KS",57978,7215
05000US20205,"Wilson County, KS",48341,3721
05000US20207,"Woodson County, KS",39643,5383
05000US20209,"Wyandotte County, KS",46881,952
05000US21001,"Adair County, KY",38021,3063
05000US21003,"Allen County, KY",44036,3319
05000US21005,"Anderson County, KY",55334,4196
05000US21007,"Ballard County, KY",45048,5463
05000US21009,"Barren County, KY",41459,1893
05000US21011,"Bath County, KY",44898,4975
05000US21013,"Bell County, KY",26272,1591
05000US21015,"Boone County, KY",78327,2315
05000US21017,"Bourbon County, KY",49637,5146
05000US21019,"Boyd County, KY",48308,2700
05000US21021,"Boyle County, KY",46382,2796
05000US21023,"Bracken County, KY",49158,5152
05000US21025,"Breathitt County, KY",27344,2327
05000US21027,"Breckinridge County, KY",47190,3970
05000US21029,"Bullitt County, KY",63348,2281
05000US21031,"Butler County, KY",41763,4705
05000US21033,"Caldwell County, KY",44775,5139
05000US21035,"Calloway County, KY",42273,2371
05000US21037,"Campbell County, KY",63050,1923
05000US21039,"Carlisle County, KY",45109,5776
05000US21041,"Carroll County, KY",43524,5315
05000US21043,"Carter County, KY",34736,2516
05000US21045,"Casey County, KY",34819,2405
05000US21047,"Christian County, KY",43919,1942
05000US21049,"Clark County, KY",54953,2893
05000US21051,"Clay County, KY",26840,2776
05000US21053,"Clinton County, KY",32184,3523
05000US21055,"Crittenden County, KY",45244,3641
05000US21057,"Cumberland County, KY",35344,3734
05000US21059,"Daviess County, KY",51673,1484
05000US21061,"Edmonson County, KY",43401,5840
05000US21063,"Elliott County, KY",32306,6356
05000US21065,"Estill County, KY",31688,3138
05000US21067,"Fayette County, KY",57291,1252
05000US21069,"Fleming County, KY",44612,3476
05000US21071,"Floyd County, KY",32730,2822
05000US21073,"Franklin County, KY",56274,2228
05000US21075,"Fulton County, KY",30114,4706
05000US21077,"Gallatin County, KY",52167,3005
05000US21079,"Garrard County, KY",52631,3723
05000US21081,"Grant County, KY",48714,5382
05000US21083,"Graves County, KY",44043,2517
05000US21085,"Grayson County, KY",38612,2591
05000US21087,"Green County, KY",35899,3296
05000US21089,"Greenup County, KY",51655,2625
05000US21091,"Hancock County, KY",57217,5694
05000US21093,"Hardin County, KY",54367,1704
05000US21095,"Harlan County, KY",26478,2113
05000US21097,"Harrison County, KY",48438,4811
05000US21099,"Hart County, KY",38396,2669
05000US21101,"Henderson County, KY",48926,3177
05000US21103,"Henry County, KY",53926,3244
05000US21105,"Hickman County, KY",42929,3892
05000US21107,"Hopkins County, KY",47170,2624
05000US21109,"Jackson County, KY",32138,3204
05000US21111,"Jefferson County, KY",56586,637
05000US21113,"Jessamine County, KY",58245,4086
05000US21115,"Johnson County, KY",37055,2072
05000US21117,"Kenton County, KY",64339,1810
05000US21119,"Knott County, KY",31198,3288
05000US21121,"Knox County, KY",30181,2784
05000US21123,"Larue County, KY",47643,3664
05000US21125,"Laurel County, KY",41526,2220
05000US21127,"Lawrence County, KY",32798,6092
05000US21129,"Lee County, KY",25275,5222
05000US21131,"Leslie County, KY",31627,5607
05000US21133,"Letcher County, KY",29886,2473
05000US21135,"Lewis County, KY",31147,3453
05000US21137,"Lincoln County, KY",42919,4470
05000US21139,"Livingston County, KY",50839,6703
05000US21141,"Logan County, KY",48014,2773
05000US21143,"Lyon County, KY",52528,7243
05000US21145,"McCracken County, KY",46080,2544
05000US21147,"McCreary County, KY",28105,2842
05000US21149,"McLean County, KY",51861,3341
05000US21151,"Madison County, KY",50060,1850
05000US21153,"Magoffin County, KY",28147,2986
05000US21155,"Marion County, KY",40107,3965
05000US21157,"Marshall County, KY",55113,4460
05000US21159,"Martin County, KY",41013,3764
05000US21161,"Mason County, KY",45377,5807
05000US21163,"Meade County, KY",56603,3672
05000US21165,"Menifee County, KY",39325,7967
05000US21167,"Mercer County, KY",55093,3676
05000US21169,"Metcalfe County, KY",37386,5199
05000US21171,"Monroe County, KY",34879,4162
05000US21173,"Montgomery County, KY",45516,5247
05000US21175,"Morgan County, KY",36134,3097
05000US21177,"Muhlenberg County, KY",43590,1935
05000US21179,"Nelson County, KY",60127,3114
05000US21181,"Nicholas County, KY",38149,6487
05000US21183,"Ohio County, KY",45564,2473
05000US21185,"Oldham County, KY",99128,3974
05000US21187,"Owen County, KY",48801,5130
05000US21189,"Owsley County, KY",30284,6296
05000US21191,"Pendleton County, KY",54375,4139
05000US21193,"Perry County, KY",33640,3906
05000US21195,"Pike County, KY",34856,1753
05000US21197,"Powell County, KY",37469,3970
05000US21199,"Pulaski County, KY",39998,2897
05000US21201,"Robertson County, KY",41902,10935
05000US21203,"Rockcastle County, KY",35720,4350
05000US21205,"Rowan County, KY",38230,4013
05000US21207,"Russell County, KY",38390,4397
05000US21209,"Scott County, KY",70817,3434
05000US21211,"Shelby County, KY",67056,4434
05000US21213,"Simpson County, KY",48623,5956
05000US21215,"Spencer County, KY",80166,6312
05000US21217,"Taylor County, KY",44522,3886
05000US21219,"Todd County, KY",44005,6808
05000US21221,"Trigg County, KY",50536,4846
05000US21223,"Trimble County, KY",53056,10296
05000US21225,"Union County, KY",46673,3193
05000US21227,"Warren County, KY",52270,1618
05000US21229,"Washington County, KY",53743,3086
05000US21231,"Wayne County, KY",34914,2893
05000US21233,"Webster County, KY",42119,4173
05000US21235,"Whitley County, KY",39005,3757
05000US21237,"Wolfe County, KY",24623,4935
05000US21239,"Woodford County, KY",63820,2832
05000US22001,"Acadia Parish, LA",43396,2159
05000US22003,"Allen Parish, LA",46446,4290
05000US22005,"Ascension Parish, LA",80527,3017
05000US22007,"Assumption Parish, LA",43759,7458
05000US22009,"Avoyelles Parish, LA",38565,2251
05000US22011,"Beauregard Parish, LA",53209,2622
05000US22013,"Bienville Parish, LA",30272,3273
05000US22015,"Bossier Parish, LA",54268,2320
05000US22017,"Caddo Parish, LA",41797,1303
05000US22019,"Calcasieu Parish, LA",51148,1402
05000US22021,"Caldwell Parish, LA",37691,7351
05000US22023,"Cameron Parish, LA",53423,11624
05000US22025,"Catahoula Parish, LA",40129,9276
05000US22027,"Claiborne Parish, LA",26776,1428
05000US22029,"Concordia Parish, LA",32500,6319
05000US22031,"De Soto Parish, LA",46006,4642
05000US22033,"East Baton Rouge Parish, LA",54948,1345
05000US22035,"East Carroll Parish, LA",22346,5510
05000US22037,"East Feliciana Parish, LA",51803,4271
05000US22039,"Evangeline Parish, LA",31965,2061
05000US22041,"Franklin Parish, LA",35282,2239
05000US22043,"Grant Parish, LA",42505,4014
05000US22045,"Iberia Parish, LA",46861,2835
05000US22047,"Iberville Parish, LA",50161,4987
05000US22049,"Jackson Parish, LA",39139,3002
05000US22051,"Jefferson Parish, LA",54032,877
05000US22053,"Jefferson Davis Parish, LA",42105,4627
05000US22055,"Lafayette Parish, LA",56999,2161
05000US22057,"Lafourche Parish, LA",55506,1815
05000US22059,"LaSalle Parish, LA",42104,6936
05000US22061,"Lincoln Parish, LA",35467,3534
05000US22063,"Livingston Parish, LA",63389,2456
05000US22065,"Madison Parish, LA",30350,2107
05000US22067,"Morehouse Parish, LA",32929,2935
05000US22069,"Natchitoches Parish, LA",28567,2348
05000US22071,"Orleans Parish, LA",41604,850
05000US22073,"Ouachita Parish, LA",41121,1475
05000US22075,"Plaquemines Parish, LA",57204,4554
05000US22077,"Pointe Coupee Parish, LA",41480,4268
05000US22079,"Rapides Parish, LA",47269,1509
05000US22081,"Red River Parish, LA",33816,5225
05000US22083,"Richland Parish, LA",34029,4758
05000US22085,"Sabine Parish, LA",40336,2536
05000US22087,"St. Bernard Parish, LA",44661,2131
05000US22089,"St. Charles Parish, LA",69019,2837
05000US22091,"St. Helena Parish, LA",43886,7437
05000US22093,"St. James Parish, LA",51603,3440
05000US22095,"St. John the Baptist Parish, LA",57429,5431
05000US22097,"St. Landry Parish, LA",36403,1727
05000US22099,"St. Martin Parish, LA",48656,3537
05000US22101,"St. Mary Parish, LA",40485,1583
05000US22103,"St. Tammany Parish, LA",68905,1941
05000US22105,"Tangipahoa Parish, LA",47832,2945
05000US22107,"Tensas Parish, LA",27500,4130
05000US22109,"Terrebonne Parish, LA",48747,2148
05000US22111,"Union Parish, LA",44100,4795
05000US22113,"Vermilion Parish, LA",51945,2889
05000US22115,"Vernon Parish, LA",49141,1717
05000US22117,"Washington Parish, LA",37570,3086
05000US22119,"Webster Parish, LA",28951,2004
05000US22121,"West Baton Rouge Parish, LA",65385,5617
05000US22123,"West Carroll Parish, LA",38500,6370
05000US22125,"West Feliciana Parish, LA",59637,5661
05000US22127,"Winn Parish, LA",38353,5742
05000US23001,"Androscoggin County, ME",53509,1770
05000US23003,"Aroostook County, ME",41123,1381
05000US23005,"Cumberland County, ME",73072,1427
05000US23007,"Franklin County, ME",51422,2966
05000US23009,"Hancock County, ME",57178,2057
05000US23011,"Kennebec County, ME",55365,1948
05000US23013,"Knox County, ME",57751,2820
05000US23015,"Lincoln County, ME",57720,3240
05000US23017,"Oxford County, ME",49204,1879
05000US23019,"Penobscot County, ME",50808,1326
05000US23021,"Piscataquis County, ME",40890,2613
05000US23023,"Sagadahoc County, ME",63694,2309
05000US23025,"Somerset County, ME",44256,2591
05000US23027,"Waldo County, ME",51931,2170
05000US23029,"Washington County, ME",41347,1565
05000US23031,"York County, ME",67830,1450
05000US24001,"Allegany County, MD",45893,1798
05000US24003,"Anne Arundel County, MD",100798,1103
05000US24005,"Baltimore County, MD",76866,944
05000US24009,"Calvert County, MD",109313,3736
05000US24011,"Caroline County, MD",58638,3620
05000US24013,"Carroll County, MD",96769,1983
05000US24015,"Cecil County, MD",76887,2518
05000US24017,"Charles County, MD",100003,2950
05000US24019,"Dorchester County, MD",52917,3255
05000US24021,"Frederick County, MD",97730,1897
05000US24023,"Garrett County, MD",52617,2552
05000US24025,"Harford County, MD",89147,1748
05000US24027,"Howard County, MD",121160,2169
05000US24029,"Kent County, MD",58598,5650
05000US24031,"Montgomery County, MD",108820,1009
05000US24033,"Prince George's County, MD",84920,802
05000US24035,"Queen Anne's County, MD",97034,3765
05000US24037,"St. Mary's County, MD",89845,3200
05000US24039,"Somerset County, MD",37803,6664
05000US24041,"Talbot County, MD",73547,3785
05000US24043,"Washington County, MD",60860,1550
05000US24045,"Wicomico County, MD",56956,2596
05000US24047,"Worcester County, MD",63499,2925
05000US24510,"Baltimore city, MD",50379,820
05000US25001,"Barnstable County, MA",74336,1919
05000US25003,"Berkshire County, MA",59230,1868
05000US25005,"Bristol County, MA",69095,1219
05000US25007,"Dukes County, MA",71811,11763
05000US25009,"Essex County, MA",79263,1103
05000US25011,"Franklin County, MA",60950,1931
05000US25013,"Hampden County, MA",55429,1063
05000US25015,"Hampshire County, MA",70876,2028
05000US25017,"Middlesex County, MA",102603,943
05000US25019,"Nantucket County, MA",107717,5735
05000US25021,"Norfolk County, MA",103291,1306
05000US25023,"Plymouth County, MA",89489,1497
05000US25025,"Suffolk County, MA",69669,1298
05000US25027,"Worcester County, MA",74679,1014
05000US26001,"Alcona County, MI",40484,1692
05000US26003,"Alger County, MI",45570,4056
05000US26005,"Allegan County, MI",62965,2221
05000US26007,"Alpena County, MI",43363,1942
05000US26009,"Antrim County, MI",56165,1599
05000US26011,"Arenac County, MI",42290,1559
05000US26013,"Baraga County, MI",46065,1887
05000US26015,"Barry County, MI",64490,2367
05000US26017,"Bay County, MI",48819,1424
05000US26019,"Benzie County, MI",57974,4119
05000US26021,"Berrien County, MI",50795,1113
05000US26023,"Branch County, MI",51947,1657
05000US26025,"Calhoun County, MI",48607,1126
05000US26027,"Cass County, MI",55107,1876
05000US26029,"Charlevoix County, MI",55760,2012
05000US26031,"Cheboygan County, MI",48044,2562
05000US26033,"Chippewa County, MI",46486,2266
05000US26035,"Clare County, MI",39565,1855
05000US26037,"Clinton County, MI",70390,1916
05000US26039,"Crawford County, MI",47977,3306
05000US26041,"Delta County, MI",47434,2199
05000US26043,"Dickinson County, MI",51645,2715
05000US26045,"Eaton County, MI",64348,1404
