geoid,name,B19083001,"B19083001, Error"
05000US13289,"Twiggs County, GA",0.4787,0.0407
05000US13291,"Union County, GA",0.4685,0.0349
05000US13293,"Upson County, GA",0.4773,0.0283
05000US13295,"Walker County, GA",0.45,0.0162
05000US13297,"Walton County, GA",0.4221,0.0129
05000US13299,"Ware County, GA",0.4652,0.0213
05000US13301,"Warren County, GA",0.5202,0.0709
05000US13303,"Washington County, GA",0.4593,0.0242
05000US13305,"Wayne County, GA",0.4345,0.0229
05000US13307,"Webster County, GA",0.4952,0.0489
05000US13309,"Wheeler County, GA",0.4452,0.0399
05000US13311,"White County, GA",0.4204,0.0268
05000US13313,"Whitfield County, GA",0.4585,0.0185
05000US13315,"Wilcox County, GA",0.4679,0.0338
05000US13317,"Wilkes County, GA",0.5082,0.0762
05000US13319,"Wilkinson County, GA",0.4838,0.035
05000US13321,"Worth County, GA",0.4566,0.0323
05000US15001,"Hawaii County, HI",0.4708,0.0116
05000US15003,"Honolulu County, HI",0.4336,0.0039
05000US15005,"Kalawao County, HI",0.3124,0.0583
05000US15007,"Kauai County, HI",0.4161,0.0134
05000US15009,"Maui County, HI",0.4403,0.0094
05000US16001,"Ada County, ID",0.4615,0.0095
05000US16003,"Adams County, ID",0.4392,0.0416
05000US16005,"Bannock County, ID",0.4402,0.0176
05000US16007,"Bear Lake County, ID",0.4051,0.0276
05000US16009,"Benewah County, ID",0.4029,0.024
05000US16011,"Bingham County, ID",0.4048,0.0213
05000US16013,"Blaine County, ID",0.4757,0.0359
05000US16015,"Boise County, ID",0.4139,0.028
05000US16017,"Bonner County, ID",0.4436,0.0199
05000US16019,"Bonneville County, ID",0.4504,0.0133
05000US16021,"Boundary County, ID",0.4787,0.0531
05000US16023,"Butte County, ID",0.5235,0.0696
05000US16025,"Camas County, ID",0.5179,0.0588
05000US16027,"Canyon County, ID",0.408,0.0121
05000US16029,"Caribou County, ID",0.4049,0.0289
05000US16031,"Cassia County, ID",0.4115,0.0247
05000US16033,"Clark County, ID",0.343,0.0395
05000US16035,"Clearwater County, ID",0.4242,0.0246
05000US16037,"Custer County, ID",0.4454,0.0443
05000US16039,"Elmore County, ID",0.3976,0.0209
05000US16041,"Franklin County, ID",0.3944,0.0328
05000US16043,"Fremont County, ID",0.4028,0.0514
05000US16045,"Gem County, ID",0.4175,0.0277
05000US16047,"Gooding County, ID",0.4134,0.0296
05000US16049,"Idaho County, ID",0.4286,0.0205
05000US16051,"Jefferson County, ID",0.3712,0.0215
05000US16053,"Jerome County, ID",0.4114,0.0266
05000US16055,"Kootenai County, ID",0.4278,0.0123
05000US16057,"Latah County, ID",0.4568,0.0128
05000US16059,"Lemhi County, ID",0.4323,0.0328
05000US16061,"Lewis County, ID",0.4534,0.0279
05000US16063,"Lincoln County, ID",0.4175,0.0362
05000US16065,"Madison County, ID",0.4795,0.0239
05000US16067,"Minidoka County, ID",0.4463,0.0448
05000US16069,"Nez Perce County, ID",0.4223,0.0149
05000US16071,"Oneida County, ID",0.3583,0.0346
05000US16073,"Owyhee County, ID",0.4434,0.0417
05000US16075,"Payette County, ID",0.4412,0.0366
05000US16077,"Power County, ID",0.4024,0.053
05000US16079,"Shoshone County, ID",0.4429,0.0371
05000US16081,"Teton County, ID",0.3995,0.045
05000US16083,"Twin Falls County, ID",0.4369,0.023
05000US16085,"Valley County, ID",0.4613,0.0421
05000US16087,"Washington County, ID",0.4444,0.0237
05000US17001,"Adams County, IL",0.4503,0.0192
05000US17003,"Alexander County, IL",0.4413,0.0347
05000US17005,"Bond County, IL",0.4307,0.029
05000US17007,"Boone County, IL",0.4412,0.0237
05000US17009,"Brown County, IL",0.3958,0.0272
05000US17011,"Bureau County, IL",0.4206,0.0122
05000US17013,"Calhoun County, IL",0.4125,0.0289
05000US17015,"Carroll County, IL",0.4198,0.0165
05000US17017,"Cass County, IL",0.4227,0.0228
05000US17019,"Champaign County, IL",0.5061,0.0086
05000US17021,"Christian County, IL",0.423,0.0137
05000US17023,"Clark County, IL",0.4221,0.0235
05000US17025,"Clay County, IL",0.4286,0.0261
05000US17027,"Clinton County, IL",0.4101,0.0135
05000US17029,"Coles County, IL",0.5022,0.025
05000US17031,"Cook County, IL",0.5081,0.002
05000US17033,"Crawford County, IL",0.4608,0.025
05000US17035,"Cumberland County, IL",0.4103,0.0292
05000US17037,"DeKalb County, IL",0.4361,0.0098
05000US17039,"De Witt County, IL",0.4206,0.0246
05000US17041,"Douglas County, IL",0.424,0.028
05000US17043,"DuPage County, IL",0.454,0.0038
05000US17045,"Edgar County, IL",0.4004,0.0174
05000US17047,"Edwards County, IL",0.4144,0.0258
05000US17049,"Effingham County, IL",0.4544,0.0196
05000US17051,"Fayette County, IL",0.4373,0.0196
05000US17053,"Ford County, IL",0.4239,0.0146
05000US17055,"Franklin County, IL",0.4501,0.0161
05000US17057,"Fulton County, IL",0.4538,0.0307
05000US17059,"Gallatin County, IL",0.5553,0.0696
05000US17061,"Greene County, IL",0.4204,0.0252
05000US17063,"Grundy County, IL",0.3859,0.0154
05000US17065,"Hamilton County, IL",0.4165,0.0359
05000US17067,"Hancock County, IL",0.4286,0.0233
05000US17069,"Hardin County, IL",0.5011,0.0844
05000US17071,"Henderson County, IL",0.393,0.0483
05000US17073,"Henry County, IL",0.4151,0.0146
05000US17075,"Iroquois County, IL",0.4164,0.0138
05000US17077,"Jackson County, IL",0.5249,0.014
05000US17079,"Jasper County, IL",0.4192,0.0234
05000US17081,"Jefferson County, IL",0.4516,0.017
05000US17083,"Jersey County, IL",0.3975,0.0166
05000US17085,"Jo Daviess County, IL",0.4334,0.0325
05000US17087,"Johnson County, IL",0.4409,0.0457
05000US17089,"Kane County, IL",0.4431,0.0075
05000US17091,"Kankakee County, IL",0.4301,0.0108
05000US17093,"Kendall County, IL",0.3599,0.0144
05000US17095,"Knox County, IL",0.4523,0.0143
05000US17097,"Lake County, IL",0.4847,0.005
05000US17099,"LaSalle County, IL",0.4314,0.01
05000US17101,"Lawrence County, IL",0.4263,0.0203
05000US17103,"Lee County, IL",0.436,0.0171
05000US17105,"Livingston County, IL",0.4302,0.0137
05000US17107,"Logan County, IL",0.4201,0.017
05000US17109,"McDonough County, IL",0.4685,0.0167
05000US17111,"McHenry County, IL",0.4028,0.0071
05000US17113,"McLean County, IL",0.4725,0.0094
05000US17115,"Macon County, IL",0.4746,0.0107
05000US17117,"Macoupin County, IL",0.4203,0.0144
05000US17119,"Madison County, IL",0.4416,0.0068
05000US17121,"Marion County, IL",0.4314,0.013
05000US17123,"Marshall County, IL",0.4162,0.0214
05000US17125,"Mason County, IL",0.4294,0.021
05000US17127,"Massac County, IL",0.4097,0.0151
05000US17129,"Menard County, IL",0.4,0.0247
05000US17131,"Mercer County, IL",0.3801,0.024
05000US17133,"Monroe County, IL",0.4253,0.021
05000US17135,"Montgomery County, IL",0.4378,0.0178
05000US17137,"Morgan County, IL",0.4234,0.0164
05000US17139,"Moultrie County, IL",0.392,0.0259
05000US17141,"Ogle County, IL",0.4052,0.0127
05000US17143,"Peoria County, IL",0.4842,0.0094
05000US17145,"Perry County, IL",0.459,0.0474
05000US17147,"Piatt County, IL",0.3865,0.018
05000US17149,"Pike County, IL",0.4368,0.014
05000US17151,"Pope County, IL",0.4328,0.0284
05000US17153,"Pulaski County, IL",0.4972,0.0452
05000US17155,"Putnam County, IL",0.3998,0.0302
05000US17157,"Randolph County, IL",0.4295,0.0223
05000US17159,"Richland County, IL",0.4302,0.0201
05000US17161,"Rock Island County, IL",0.4286,0.0093
05000US17163,"St. Clair County, IL",0.4688,0.0093
05000US17165,"Saline County, IL",0.4692,0.0216
05000US17167,"Sangamon County, IL",0.4589,0.0095
05000US17169,"Schuyler County, IL",0.3828,0.0233
05000US17171,"Scott County, IL",0.3907,0.0205
05000US17173,"Shelby County, IL",0.394,0.0141
05000US17175,"Stark County, IL",0.4554,0.0419
05000US17177,"Stephenson County, IL",0.4363,0.0155
05000US17179,"Tazewell County, IL",0.4181,0.0106
05000US17181,"Union County, IL",0.437,0.0249
05000US17183,"Vermilion County, IL",0.4506,0.0158
05000US17185,"Wabash County, IL",0.434,0.0244
05000US17187,"Warren County, IL",0.412,0.0194
05000US17189,"Washington County, IL",0.3973,0.0275
05000US17191,"Wayne County, IL",0.4049,0.0145
05000US17193,"White County, IL",0.4205,0.0244
05000US17195,"Whiteside County, IL",0.4345,0.0191
05000US17197,"Will County, IL",0.4068,0.0043
05000US17199,"Williamson County, IL",0.4509,0.0152
05000US17201,"Winnebago County, IL",0.4489,0.0091
05000US17203,"Woodford County, IL",0.4386,0.0195
05000US18001,"Adams County, IN",0.4228,0.0295
05000US18003,"Allen County, IN",0.4458,0.0088
05000US18005,"Bartholomew County, IN",0.4298,0.0101
05000US18007,"Benton County, IN",0.4039,0.0245
05000US18009,"Blackford County, IN",0.4259,0.0374
05000US18011,"Boone County, IN",0.4894,0.0217
05000US18013,"Brown County, IN",0.4588,0.0331
05000US18015,"Carroll County, IN",0.4112,0.0217
05000US18017,"Cass County, IN",0.42,0.0193
05000US18019,"Clark County, IN",0.4229,0.0135
05000US18021,"Clay County, IN",0.3774,0.0143
05000US18023,"Clinton County, IN",0.3786,0.0178
05000US18025,"Crawford County, IN",0.4557,0.0544
05000US18027,"Daviess County, IN",0.4224,0.0238
05000US18029,"Dearborn County, IN",0.4032,0.0134
05000US18031,"Decatur County, IN",0.385,0.0175
05000US18033,"DeKalb County, IN",0.4258,0.0255
05000US18035,"Delaware County, IN",0.4811,0.0186
05000US18037,"Dubois County, IN",0.4219,0.0231
05000US18039,"Elkhart County, IN",0.4263,0.009
05000US18041,"Fayette County, IN",0.4145,0.0235
05000US18043,"Floyd County, IN",0.4447,0.018
05000US18045,"Fountain County, IN",0.4318,0.0276
05000US18047,"Franklin County, IN",0.413,0.0299
05000US18049,"Fulton County, IN",0.4239,0.0406
05000US18051,"Gibson County, IN",0.4053,0.0166
05000US18053,"Grant County, IN",0.4197,0.0124
05000US18055,"Greene County, IN",0.4064,0.0136
05000US18057,"Hamilton County, IN",0.4444,0.01
05000US18059,"Hancock County, IN",0.3819,0.0125
05000US18061,"Harrison County, IN",0.4253,0.0213
05000US18063,"Hendricks County, IN",0.3918,0.0174
05000US18065,"Henry County, IN",0.4233,0.0253
05000US18067,"Howard County, IN",0.4278,0.0117
05000US18069,"Huntington County, IN",0.3876,0.0129
05000US18071,"Jackson County, IN",0.4209,0.0148
05000US18073,"Jasper County, IN",0.3774,0.0158
05000US18075,"Jay County, IN",0.4177,0.0474
05000US18077,"Jefferson County, IN",0.4525,0.0448
05000US18079,"Jennings County, IN",0.4172,0.0534
05000US18081,"Johnson County, IN",0.4144,0.0119
05000US18083,"Knox County, IN",0.4363,0.0205
05000US18085,"Kosciusko County, IN",0.4093,0.0174
05000US18087,"LaGrange County, IN",0.3998,0.0173
05000US18089,"Lake County, IN",0.4495,0.0063
05000US18091,"LaPorte County, IN",0.4402,0.0158
05000US18093,"Lawrence County, IN",0.4055,0.0196
05000US18095,"Madison County, IN",0.4305,0.0098
05000US18097,"Marion County, IN",0.4839,0.0058
05000US18099,"Marshall County, IN",0.4334,0.0187
05000US18101,"Martin County, IN",0.4032,0.0235
05000US18103,"Miami County, IN",0.4045,0.0199
05000US18105,"Monroe County, IN",0.4911,0.0099
05000US18107,"Montgomery County, IN",0.394,0.014
05000US18109,"Morgan County, IN",0.4046,0.0156
05000US18111,"Newton County, IN",0.378,0.0216
05000US18113,"Noble County, IN",0.4006,0.0179
05000US18115,"Ohio County, IN",0.383,0.0372
05000US18117,"Orange County, IN",0.428,0.0191
05000US18119,"Owen County, IN",0.4043,0.0265
05000US18121,"Parke County, IN",0.4146,0.0262
05000US18123,"Perry County, IN",0.3985,0.0185
05000US18125,"Pike County, IN",0.3796,0.0146
05000US18127,"Porter County, IN",0.4267,0.0094
05000US18129,"Posey County, IN",0.4124,0.025
05000US18131,"Pulaski County, IN",0.4043,0.029
05000US18133,"Putnam County, IN",0.3851,0.0185
05000US18135,"Randolph County, IN",0.4215,0.0247
05000US18137,"Ripley County, IN",0.428,0.0271
05000US18139,"Rush County, IN",0.406,0.0257
05000US18141,"St. Joseph County, IN",0.4689,0.0076
05000US18143,"Scott County, IN",0.4076,0.0207
05000US18145,"Shelby County, IN",0.4057,0.0153
05000US18147,"Spencer County, IN",0.4418,0.0559
05000US18149,"Starke County, IN",0.4314,0.0367
05000US18151,"Steuben County, IN",0.4003,0.0164
05000US18153,"Sullivan County, IN",0.4296,0.0292
05000US18155,"Switzerland County, IN",0.4329,0.0364
05000US18157,"Tippecanoe County, IN",0.4703,0.0109
05000US18159,"Tipton County, IN",0.4001,0.0228
05000US18161,"Union County, IN",0.3826,0.0301
05000US18163,"Vanderburgh County, IN",0.4773,0.0167
05000US18165,"Vermillion County, IN",0.4205,0.0269
05000US18167,"Vigo County, IN",0.4676,0.0127
05000US18169,"Wabash County, IN",0.4019,0.0209
05000US18171,"Warren County, IN",0.407,0.0441
05000US18173,"Warrick County, IN",0.4409,0.0206
05000US18175,"Washington County, IN",0.4325,0.0193
05000US18177,"Wayne County, IN",0.4621,0.0222
05000US18179,"Wells County, IN",0.3978,0.0157
05000US18181,"White County, IN",0.394,0.0237
05000US18183,"Whitley County, IN",0.411,0.0245
05000US19001,"Adair County, IA",0.4298,0.0305
05000US19003,"Adams County, IA",0.4291,0.0289
05000US19005,"Allamakee County, IA",0.4155,0.0265
05000US19007,"Appanoose County, IA",0.4919,0.0476
05000US19009,"Audubon County, IA",0.4013,0.0173
05000US19011,"Benton County, IA",0.4174,0.0213
05000US19013,"Black Hawk County, IA",0.4694,0.0128
05000US19015,"Boone County, IA",0.4056,0.0208
05000US19017,"Bremer County, IA",0.3864,0.0168
05000US19019,"Buchanan County, IA",0.4662,0.0437
05000US19021,"Buena Vista County, IA",0.4092,0.0245
05000US19023,"Butler County, IA",0.4157,0.0359
05000US19025,"Calhoun County, IA",0.4332,0.0203
05000US19027,"Carroll County, IA",0.4311,0.0164
05000US19029,"Cass County, IA",0.4317,0.0244
05000US19031,"Cedar County, IA",0.3762,0.0175
05000US19033,"Cerro Gordo County, IA",0.4474,0.0207
05000US19035,"Cherokee County, IA",0.4275,0.0195
05000US19037,"Chickasaw County, IA",0.3968,0.0232
05000US19039,"Clarke County, IA",0.4158,0.0368
05000US19041,"Clay County, IA",0.4135,0.0213
05000US19043,"Clayton County, IA",0.4049,0.0133
05000US19045,"Clinton County, IA",0.4263,0.0168
05000US19047,"Crawford County, IA",0.4913,0.0646
05000US19049,"Dallas County, IA",0.4255,0.0123
05000US19051,"Davis County, IA",0.4315,0.0343
05000US19053,"Decatur County, IA",0.4422,0.0231
05000US19055,"Delaware County, IA",0.4305,0.0589
05000US19057,"Des Moines County, IA",0.4619,0.0206
05000US19059,"Dickinson County, IA",0.4371,0.0189
05000US19061,"Dubuque County, IA",0.4478,0.0159
05000US19063,"Emmet County, IA",0.4333,0.0317
05000US19065,"Fayette County, IA",0.4506,0.0255
05000US19067,"Floyd County, IA",0.4334,0.0227
05000US19069,"Franklin County, IA",0.429,0.0498
05000US19071,"Fremont County, IA",0.4074,0.0183
05000US19073,"Greene County, IA",0.395,0.0216
05000US19075,"Grundy County, IA",0.4184,0.023
05000US19077,"Guthrie County, IA",0.4169,0.0196
05000US19079,"Hamilton County, IA",0.4115,0.0271
05000US19081,"Hancock County, IA",0.4012,0.0262
05000US19083,"Hardin County, IA",0.4164,0.0193
05000US19085,"Harrison County, IA",0.4217,0.0278
05000US19087,"Henry County, IA",0.3934,0.0174
05000US19089,"Howard County, IA",0.397,0.0297
05000US19091,"Humboldt County, IA",0.4256,0.0236
05000US19093,"Ida County, IA",0.4565,0.0372
05000US19095,"Iowa County, IA",0.4429,0.0369
05000US19097,"Jackson County, IA",0.4186,0.0132
05000US19099,"Jasper County, IA",0.3959,0.0137
05000US19101,"Jefferson County, IA",0.4886,0.0533
05000US19103,"Johnson County, IA",0.4918,0.0119
05000US19105,"Jones County, IA",0.4121,0.022
05000US19107,"Keokuk County, IA",0.4512,0.0276
05000US19109,"Kossuth County, IA",0.4163,0.0204
05000US19111,"Lee County, IA",0.4199,0.0204
05000US19113,"Linn County, IA",0.4277,0.0091
05000US19115,"Louisa County, IA",0.4373,0.0382
05000US19117,"Lucas County, IA",0.4504,0.0462
05000US19119,"Lyon County, IA",0.3649,0.0193
05000US19121,"Madison County, IA",0.4412,0.0387
05000US19123,"Mahaska County, IA",0.4444,0.0255
05000US19125,"Marion County, IA",0.3993,0.0175
05000US19127,"Marshall County, IA",0.4045,0.0158
05000US19129,"Mills County, IA",0.4219,0.0256
05000US19131,"Mitchell County, IA",0.3954,0.02
05000US19133,"Monona County, IA",0.4506,0.0243
05000US19135,"Monroe County, IA",0.4093,0.062
05000US19137,"Montgomery County, IA",0.4449,0.042
05000US19139,"Muscatine County, IA",0.4179,0.0216
05000US19141,"O'Brien County, IA",0.417,0.0281
05000US19143,"Osceola County, IA",0.4047,0.0269
05000US19145,"Page County, IA",0.4179,0.0227
05000US19147,"Palo Alto County, IA",0.4108,0.0221
05000US19149,"Plymouth County, IA",0.4062,0.0201
05000US19151,"Pocahontas County, IA",0.4083,0.0193
05000US19153,"Polk County, IA",0.4403,0.0073
05000US19155,"Pottawattamie County, IA",0.4241,0.0112
05000US19157,"Poweshiek County, IA",0.4595,0.0313
05000US19159,"Ringgold County, IA",0.4236,0.0379
05000US19161,"Sac County, IA",0.4248,0.0196
05000US19163,"Scott County, IA",0.4614,0.0104
05000US19165,"Shelby County, IA",0.4265,0.0197
05000US19167,"Sioux County, IA",0.3859,0.016
05000US19169,"Story County, IA",0.466,0.0119
05000US19171,"Tama County, IA",0.4172,0.0269
05000US19173,"Taylor County, IA",0.4497,0.0348
05000US19175,"Union County, IA",0.4328,0.0209
05000US19177,"Van Buren County, IA",0.4593,0.0645
05000US19179,"Wapello County, IA",0.445,0.0243
05000US19181,"Warren County, IA",0.4182,0.0177
05000US19183,"Washington County, IA",0.3951,0.0185
05000US19185,"Wayne County, IA",0.4417,0.0531
05000US19187,"Webster County, IA",0.4456,0.0163
05000US19189,"Winnebago County, IA",0.4035,0.0195
05000US19191,"Winneshiek County, IA",0.4045,0.02
05000US19193,"Woodbury County, IA",0.4293,0.0117
05000US19195,"Worth County, IA",0.4113,0.0217
05000US19197,"Wright County, IA",0.416,0.024
05000US20001,"Allen County, KS",0.4205,0.0209
05000US20003,"Anderson County, KS",0.4384,0.0417
05000US20005,"Atchison County, KS",0.4209,0.0225
05000US20007,"Barber County, KS",0.4708,0.0403
05000US20009,"Barton County, KS",0.4369,0.0226
05000US20011,"Bourbon County, KS",0.4397,0.031
05000US20013,"Brown County, KS",0.4202,0.0272
05000US20015,"Butler County, KS",0.4158,0.0132
05000US20017,"Chase County, KS",0.4056,0.036
05000US20019,"Chautauqua County, KS",0.4374,0.034
05000US20021,"Cherokee County, KS",0.4102,0.0174
05000US20023,"Cheyenne County, KS",0.4345,0.0306
05000US20025,"Clark County, KS",0.3879,0.0315
05000US20027,"Clay County, KS",0.4453,0.0469
05000US20029,"Cloud County, KS",0.444,0.0341
05000US20031,"Coffey County, KS",0.4229,0.0199
05000US20033,"Comanche County, KS",0.427,0.0412
05000US20035,"Cowley County, KS",0.4184,0.0162
05000US20037,"Crawford County, KS",0.4629,0.0139
05000US20039,"Decatur County, KS",0.4228,0.0403
05000US20041,"Dickinson County, KS",0.4398,0.0232
05000US20043,"Doniphan County, KS",0.4324,0.0255
05000US20045,"Douglas County, KS",0.4741,0.0106
05000US20047,"Edwards County, KS",0.3881,0.0267
05000US20049,"Elk County, KS",0.4583,0.0352
05000US20051,"Ellis County, KS",0.484,0.0433
05000US20053,"Ellsworth County, KS",0.3936,0.02
05000US20055,"Finney County, KS",0.3884,0.016
05000US20057,"Ford County, KS",0.4126,0.0181
05000US20059,"Franklin County, KS",0.4034,0.0204
05000US20061,"Geary County, KS",0.3699,0.0152
05000US20063,"Gove County, KS",0.4142,0.0275
05000US20065,"Graham County, KS",0.4035,0.0305
05000US20067,"Grant County, KS",0.4129,0.0323
05000US20069,"Gray County, KS",0.389,0.0211
05000US20071,"Greeley County, KS",0.3982,0.0596
05000US20073,"Greenwood County, KS",0.4585,0.0395
05000US20075,"Hamilton County, KS",0.3439,0.036
05000US20077,"Harper County, KS",0.4152,0.0286
05000US20079,"Harvey County, KS",0.3984,0.0202
05000US20081,"Haskell County, KS",0.4562,0.0453
05000US20083,"Hodgeman County, KS",0.385,0.0284
05000US20085,"Jackson County, KS",0.3962,0.0242
05000US20087,"Jefferson County, KS",0.3662,0.0192
05000US20089,"Jewell County, KS",0.4936,0.0532
05000US20091,"Johnson County, KS",0.4465,0.0061
05000US20093,"Kearny County, KS",0.4552,0.0641
05000US20095,"Kingman County, KS",0.4417,0.0325
05000US20097,"Kiowa County, KS",0.3958,0.0448
05000US20099,"Labette County, KS",0.4259,0.0203
05000US20101,"Lane County, KS",0.4271,0.0453
05000US20103,"Leavenworth County, KS",0.4144,0.0231
05000US20105,"Lincoln County, KS",0.3977,0.0315
05000US20107,"Linn County, KS",0.4575,0.0309
05000US20109,"Logan County, KS",0.4407,0.0443
05000US20111,"Lyon County, KS",0.4692,0.033
05000US20113,"McPherson County, KS",0.4087,0.0182
05000US20115,"Marion County, KS",0.4095,0.027
05000US20117,"Marshall County, KS",0.4138,0.0207
05000US20119,"Meade County, KS",0.3997,0.0283
05000US20121,"Miami County, KS",0.4247,0.0216
05000US20123,"Mitchell County, KS",0.4384,0.0442
05000US20125,"Montgomery County, KS",0.4434,0.0231
05000US20127,"Morris County, KS",0.4262,0.0254
05000US20129,"Morton County, KS",0.4193,0.0366
05000US20131,"Nemaha County, KS",0.4073,0.022
05000US20133,"Neosho County, KS",0.4367,0.0308
05000US20135,"Ness County, KS",0.4699,0.0472
05000US20137,"Norton County, KS",0.4589,0.0911
05000US20139,"Osage County, KS",0.4246,0.0266
05000US20141,"Osborne County, KS",0.4775,0.0409
05000US20143,"Ottawa County, KS",0.4098,0.0428
05000US20145,"Pawnee County, KS",0.3951,0.0348
05000US20147,"Phillips County, KS",0.4144,0.0344
05000US20149,"Pottawatomie County, KS",0.3979,0.0197
05000US20151,"Pratt County, KS",0.4275,0.0288
05000US20153,"Rawlins County, KS",0.4191,0.0256
05000US20155,"Reno County, KS",0.4402,0.0164
05000US20157,"Republic County, KS",0.4124,0.037
05000US20159,"Rice County, KS",0.4242,0.0477
05000US20161,"Riley County, KS",0.4747,0.0206
05000US20163,"Rooks County, KS",0.4012,0.0226
05000US20165,"Rush County, KS",0.4011,0.0265
05000US20167,"Russell County, KS",0.4309,0.0336
05000US20169,"Saline County, KS",0.437,0.0201
05000US20171,"Scott County, KS",0.3592,0.0396
05000US20173,"Sedgwick County, KS",0.4525,0.0053
05000US20175,"Seward County, KS",0.4053,0.0246
05000US20177,"Shawnee County, KS",0.442,0.0109
05000US20179,"Sheridan County, KS",0.4401,0.0351
05000US20181,"Sherman County, KS",0.4057,0.095
05000US20183,"Smith County, KS",0.4458,0.0259
05000US20185,"Stafford County, KS",0.4456,0.0337
05000US20187,"Stanton County, KS",0.4214,0.052
05000US20189,"Stevens County, KS",0.4621,0.0682
05000US20191,"Sumner County, KS",0.4151,0.0142
05000US20193,"Thomas County, KS",0.4769,0.0626
05000US20195,"Trego County, KS",0.3718,0.0303
05000US20197,"Wabaunsee County, KS",0.3684,0.0213
05000US20199,"Wallace County, KS",0.3566,0.0306
05000US20201,"Washington County, KS",0.4182,0.0316
05000US20203,"Wichita County, KS",0.3615,0.0357
05000US20205,"Wilson County, KS",0.4839,0.032
05000US20207,"Woodson County, KS",0.439,0.0339
05000US20209,"Wyandotte County, KS",0.4246,0.0088
05000US21001,"Adair County, KY",0.4777,0.0361
05000US21003,"Allen County, KY",0.4468,0.0274
05000US21005,"Anderson County, KY",0.4075,0.0255
05000US21007,"Ballard County, KY",0.4549,0.0359
05000US21009,"Barren County, KY",0.4392,0.0164
05000US21011,"Bath County, KY",0.4284,0.027
05000US21013,"Bell County, KY",0.4862,0.035
05000US21015,"Boone County, KY",0.4166,0.0128
05000US21017,"Bourbon County, KY",0.4524,0.0272
05000US21019,"Boyd County, KY",0.4856,0.0249
05000US21021,"Boyle County, KY",0.4771,0.0212
05000US21023,"Bracken County, KY",0.4398,0.0317
05000US21025,"Breathitt County, KY",0.534,0.0341
05000US21027,"Breckinridge County, KY",0.4372,0.0208
05000US21029,"Bullitt County, KY",0.3926,0.0145
05000US21031,"Butler County, KY",0.4497,0.028
05000US21033,"Caldwell County, KY",0.5242,0.0507
05000US21035,"Calloway County, KY",0.474,0.0197
05000US21037,"Campbell County, KY",0.4625,0.0144
05000US21039,"Carlisle County, KY",0.5426,0.117
05000US21041,"Carroll County, KY",0.4884,0.036
05000US21043,"Carter County, KY",0.4991,0.0363
05000US21045,"Casey County, KY",0.4503,0.0192
05000US21047,"Christian County, KY",0.4601,0.0239
05000US21049,"Clark County, KY",0.4544,0.0236
05000US21051,"Clay County, KY",0.4814,0.0226
05000US21053,"Clinton County, KY",0.5177,0.0632
05000US21055,"Crittenden County, KY",0.4396,0.0345
05000US21057,"Cumberland County, KY",0.4616,0.0326
05000US21059,"Daviess County, KY",0.4697,0.015
05000US21061,"Edmonson County, KY",0.424,0.029
05000US21063,"Elliott County, KY",0.4535,0.0363
05000US21065,"Estill County, KY",0.4613,0.0298
05000US21067,"Fayette County, KY",0.4926,0.0088
05000US21069,"Fleming County, KY",0.4549,0.0318
05000US21071,"Floyd County, KY",0.5145,0.0318
05000US21073,"Franklin County, KY",0.4104,0.0189
05000US21075,"Fulton County, KY",0.4688,0.0299
05000US21077,"Gallatin County, KY",0.3889,0.022
05000US21079,"Garrard County, KY",0.4339,0.0269
05000US21081,"Grant County, KY",0.4284,0.0203
05000US21083,"Graves County, KY",0.4863,0.0276
05000US21085,"Grayson County, KY",0.4537,0.0226
05000US21087,"Green County, KY",0.4842,0.0648
05000US21089,"Greenup County, KY",0.4622,0.015
05000US21091,"Hancock County, KY",0.3625,0.0174
05000US21093,"Hardin County, KY",0.4354,0.0134
05000US21095,"Harlan County, KY",0.4919,0.0223
05000US21097,"Harrison County, KY",0.4465,0.0293
05000US21099,"Hart County, KY",0.4715,0.0294
05000US21101,"Henderson County, KY",0.4522,0.0249
05000US21103,"Henry County, KY",0.4249,0.0355
05000US21105,"Hickman County, KY",0.5079,0.067
05000US21107,"Hopkins County, KY",0.4489,0.0124
05000US21109,"Jackson County, KY",0.4647,0.0264
05000US21111,"Jefferson County, KY",0.4755,0.0046
05000US21113,"Jessamine County, KY",0.4954,0.0217
05000US21115,"Johnson County, KY",0.5063,0.0377
05000US21117,"Kenton County, KY",0.4427,0.0108
05000US21119,"Knott County, KY",0.469,0.0245
05000US21121,"Knox County, KY",0.5238,0.0289
05000US21123,"Larue County, KY",0.4455,0.0353
05000US21125,"Laurel County, KY",0.4832,0.02
05000US21127,"Lawrence County, KY",0.4989,0.0333
05000US21129,"Lee County, KY",0.5105,0.0476
05000US21131,"Leslie County, KY",0.4562,0.0381
05000US21133,"Letcher County, KY",0.5207,0.0372
05000US21135,"Lewis County, KY",0.5015,0.0302
05000US21137,"Lincoln County, KY",0.4271,0.0238
05000US21139,"Livingston County, KY",0.4749,0.0675
05000US21141,"Logan County, KY",0.4432,0.0271
05000US21143,"Lyon County, KY",0.4355,0.0297
05000US21145,"McCracken County, KY",0.5257,0.0233
05000US21147,"McCreary County, KY",0.4873,0.0401
05000US21149,"McLean County, KY",0.4274,0.0248
05000US21151,"Madison County, KY",0.4676,0.0163
05000US21153,"Magoffin County, KY",0.5039,0.0628
05000US21155,"Marion County, KY",0.4515,0.0252
05000US21157,"Marshall County, KY",0.4443,0.0254
