geoid,name,B19083001,"B19083001, Error"
05000US21159,"Martin County, KY",0.4244,0.0278
05000US21161,"Mason County, KY",0.5178,0.0376
05000US21163,"Meade County, KY",0.4064,0.0302
05000US21165,"Menifee County, KY",0.4048,0.0263
05000US21167,"Mercer County, KY",0.4233,0.023
05000US21169,"Metcalfe County, KY",0.4406,0.0263
05000US21171,"Monroe County, KY",0.5106,0.0323
05000US21173,"Montgomery County, KY",0.4132,0.0241
05000US21175,"Morgan County, KY",0.4734,0.034
05000US21177,"Muhlenberg County, KY",0.4383,0.019
05000US21179,"Nelson County, KY",0.4693,0.0609
05000US21181,"Nicholas County, KY",0.4718,0.0364
05000US21183,"Ohio County, KY",0.4703,0.0543
05000US21185,"Oldham County, KY",0.4385,0.013
05000US21187,"Owen County, KY",0.4906,0.037
05000US21189,"Owsley County, KY",0.5092,0.0535
05000US21191,"Pendleton County, KY",0.425,0.0293
05000US21193,"Perry County, KY",0.5209,0.0426
05000US21195,"Pike County, KY",0.509,0.0226
05000US21197,"Powell County, KY",0.4461,0.0254
05000US21199,"Pulaski County, KY",0.5151,0.0225
05000US21201,"Robertson County, KY",0.468,0.0497
05000US21203,"Rockcastle County, KY",0.4805,0.0318
05000US21205,"Rowan County, KY",0.4943,0.0286
05000US21207,"Russell County, KY",0.4391,0.0228
05000US21209,"Scott County, KY",0.4126,0.0135
05000US21211,"Shelby County, KY",0.4546,0.0214
05000US21213,"Simpson County, KY",0.4271,0.028
05000US21215,"Spencer County, KY",0.3922,0.0276
05000US21217,"Taylor County, KY",0.4764,0.0357
05000US21219,"Todd County, KY",0.4911,0.0671
05000US21221,"Trigg County, KY",0.4519,0.0369
05000US21223,"Trimble County, KY",0.4607,0.0466
05000US21225,"Union County, KY",0.4122,0.0204
05000US21227,"Warren County, KY",0.4824,0.0185
05000US21229,"Washington County, KY",0.4192,0.0251
05000US21231,"Wayne County, KY",0.5368,0.056
05000US21233,"Webster County, KY",0.4697,0.0286
05000US21235,"Whitley County, KY",0.4975,0.0445
05000US21237,"Wolfe County, KY",0.468,0.0323
05000US21239,"Woodford County, KY",0.4298,0.0164
05000US22001,"Acadia Parish, LA",0.4791,0.0163
05000US22003,"Allen Parish, LA",0.4525,0.0358
05000US22005,"Ascension Parish, LA",0.4231,0.0152
05000US22007,"Assumption Parish, LA",0.4883,0.0236
05000US22009,"Avoyelles Parish, LA",0.5082,0.0189
05000US22011,"Beauregard Parish, LA",0.4441,0.0171
05000US22013,"Bienville Parish, LA",0.5069,0.0273
05000US22015,"Bossier Parish, LA",0.4529,0.0135
05000US22017,"Caddo Parish, LA",0.5188,0.0119
05000US22019,"Calcasieu Parish, LA",0.4757,0.0105
05000US22021,"Caldwell Parish, LA",0.5352,0.0449
05000US22023,"Cameron Parish, LA",0.4348,0.0351
05000US22025,"Catahoula Parish, LA",0.4891,0.0259
05000US22027,"Claiborne Parish, LA",0.5331,0.0831
05000US22029,"Concordia Parish, LA",0.5062,0.0353
05000US22031,"De Soto Parish, LA",0.5028,0.0228
05000US22033,"East Baton Rouge Parish, LA",0.5052,0.0078
05000US22035,"East Carroll Parish, LA",0.707,0.1376
05000US22037,"East Feliciana Parish, LA",0.4662,0.026
05000US22039,"Evangeline Parish, LA",0.4904,0.0247
05000US22041,"Franklin Parish, LA",0.4937,0.0275
05000US22043,"Grant Parish, LA",0.4394,0.0208
05000US22045,"Iberia Parish, LA",0.4509,0.018
05000US22047,"Iberville Parish, LA",0.4652,0.0226
05000US22049,"Jackson Parish, LA",0.4754,0.0188
05000US22051,"Jefferson Parish, LA",0.4658,0.0061
05000US22053,"Jefferson Davis Parish, LA",0.4987,0.0209
05000US22055,"Lafayette Parish, LA",0.4926,0.0109
05000US22057,"Lafourche Parish, LA",0.4664,0.0141
05000US22059,"LaSalle Parish, LA",0.4607,0.0283
05000US22061,"Lincoln Parish, LA",0.5381,0.0194
05000US22063,"Livingston Parish, LA",0.4271,0.0177
05000US22065,"Madison Parish, LA",0.5173,0.0308
05000US22067,"Morehouse Parish, LA",0.4848,0.0211
05000US22069,"Natchitoches Parish, LA",0.5484,0.0218
05000US22071,"Orleans Parish, LA",0.5696,0.0062
05000US22073,"Ouachita Parish, LA",0.5229,0.0136
05000US22075,"Plaquemines Parish, LA",0.4797,0.0364
05000US22077,"Pointe Coupee Parish, LA",0.5435,0.0384
05000US22079,"Rapides Parish, LA",0.4839,0.0138
05000US22081,"Red River Parish, LA",0.5533,0.0564
05000US22083,"Richland Parish, LA",0.4903,0.0194
05000US22085,"Sabine Parish, LA",0.4771,0.0253
05000US22087,"St. Bernard Parish, LA",0.444,0.0129
05000US22089,"St. Charles Parish, LA",0.4358,0.0173
05000US22091,"St. Helena Parish, LA",0.4986,0.0698
05000US22093,"St. James Parish, LA",0.4592,0.0167
05000US22095,"St. John the Baptist Parish, LA",0.4469,0.035
05000US22097,"St. Landry Parish, LA",0.5099,0.0169
05000US22099,"St. Martin Parish, LA",0.4713,0.0183
05000US22101,"St. Mary Parish, LA",0.4689,0.0201
05000US22103,"St. Tammany Parish, LA",0.4638,0.0092
05000US22105,"Tangipahoa Parish, LA",0.4695,0.0152
05000US22107,"Tensas Parish, LA",0.4801,0.0347
05000US22109,"Terrebonne Parish, LA",0.4879,0.0168
05000US22111,"Union Parish, LA",0.4869,0.0331
05000US22113,"Vermilion Parish, LA",0.443,0.016
05000US22115,"Vernon Parish, LA",0.4534,0.0226
05000US22117,"Washington Parish, LA",0.4585,0.0227
05000US22119,"Webster Parish, LA",0.485,0.0204
05000US22121,"West Baton Rouge Parish, LA",0.4104,0.0279
05000US22123,"West Carroll Parish, LA",0.4941,0.0452
05000US22125,"West Feliciana Parish, LA",0.4549,0.029
05000US22127,"Winn Parish, LA",0.4908,0.0329
05000US23001,"Androscoggin County, ME",0.4267,0.012
05000US23003,"Aroostook County, ME",0.4627,0.012
05000US23005,"Cumberland County, ME",0.4526,0.0095
05000US23007,"Franklin County, ME",0.4339,0.0194
05000US23009,"Hancock County, ME",0.4582,0.0149
05000US23011,"Kennebec County, ME",0.4396,0.0103
05000US23013,"Knox County, ME",0.4364,0.02
05000US23015,"Lincoln County, ME",0.4404,0.0141
05000US23017,"Oxford County, ME",0.4201,0.0137
05000US23019,"Penobscot County, ME",0.4537,0.0108
05000US23021,"Piscataquis County, ME",0.4521,0.0263
05000US23023,"Sagadahoc County, ME",0.4125,0.0192
05000US23025,"Somerset County, ME",0.4448,0.0154
05000US23027,"Waldo County, ME",0.4422,0.0162
05000US23029,"Washington County, ME",0.467,0.0253
05000US23031,"York County, ME",0.4253,0.0106
05000US24001,"Allegany County, MD",0.439,0.0136
05000US24003,"Anne Arundel County, MD",0.4133,0.0057
05000US24005,"Baltimore County, MD",0.452,0.0046
05000US24009,"Calvert County, MD",0.3768,0.0145
05000US24011,"Caroline County, MD",0.4462,0.023
05000US24013,"Carroll County, MD",0.4003,0.0093
05000US24015,"Cecil County, MD",0.4137,0.0109
05000US24017,"Charles County, MD",0.3848,0.0111
05000US24019,"Dorchester County, MD",0.471,0.0253
05000US24021,"Frederick County, MD",0.4045,0.0075
05000US24023,"Garrett County, MD",0.4475,0.0196
05000US24025,"Harford County, MD",0.4128,0.0068
05000US24027,"Howard County, MD",0.4092,0.0069
05000US24029,"Kent County, MD",0.4773,0.0231
05000US24031,"Montgomery County, MD",0.4648,0.0038
05000US24033,"Prince George's County, MD",0.3994,0.0033
05000US24035,"Queen Anne's County, MD",0.4181,0.0161
05000US24037,"St. Mary's County, MD",0.4029,0.0126
05000US24039,"Somerset County, MD",0.4665,0.026
05000US24041,"Talbot County, MD",0.5161,0.0229
05000US24043,"Washington County, MD",0.4445,0.0099
05000US24045,"Wicomico County, MD",0.4383,0.0122
05000US24047,"Worcester County, MD",0.4719,0.0231
05000US24510,"Baltimore city, MD",0.5145,0.005
05000US25001,"Barnstable County, MA",0.4542,0.0087
05000US25003,"Berkshire County, MA",0.4621,0.0087
05000US25005,"Bristol County, MA",0.4579,0.0056
05000US25007,"Dukes County, MA",0.499,0.0352
05000US25009,"Essex County, MA",0.4816,0.0043
05000US25011,"Franklin County, MA",0.4541,0.0167
05000US25013,"Hampden County, MA",0.4731,0.0049
05000US25015,"Hampshire County, MA",0.4532,0.01
05000US25017,"Middlesex County, MA",0.4638,0.0028
05000US25019,"Nantucket County, MA",0.4936,0.0312
05000US25021,"Norfolk County, MA",0.4766,0.0052
05000US25023,"Plymouth County, MA",0.4539,0.0067
05000US25025,"Suffolk County, MA",0.5327,0.005
05000US25027,"Worcester County, MA",0.4551,0.0044
05000US26001,"Alcona County, MI",0.4286,0.0162
05000US26003,"Alger County, MI",0.4019,0.0198
05000US26005,"Allegan County, MI",0.403,0.0108
05000US26007,"Alpena County, MI",0.439,0.0151
05000US26009,"Antrim County, MI",0.4561,0.0212
05000US26011,"Arenac County, MI",0.4168,0.0146
05000US26013,"Baraga County, MI",0.4566,0.0288
05000US26015,"Barry County, MI",0.4094,0.0169
05000US26017,"Bay County, MI",0.4349,0.0094
05000US26019,"Benzie County, MI",0.4119,0.0152
05000US26021,"Berrien County, MI",0.4842,0.0099
05000US26023,"Branch County, MI",0.4143,0.0138
05000US26025,"Calhoun County, MI",0.4437,0.0083
05000US26027,"Cass County, MI",0.4544,0.0182
05000US26029,"Charlevoix County, MI",0.464,0.014
05000US26031,"Cheboygan County, MI",0.4211,0.014
05000US26033,"Chippewa County, MI",0.4752,0.0403
05000US26035,"Clare County, MI",0.4536,0.0137
05000US26037,"Clinton County, MI",0.4193,0.0123
05000US26039,"Crawford County, MI",0.4154,0.0228
05000US26041,"Delta County, MI",0.4362,0.0172
05000US26043,"Dickinson County, MI",0.4356,0.0265
05000US26045,"Eaton County, MI",0.4141,0.012
05000US26047,"Emmet County, MI",0.4656,0.0133
05000US26049,"Genesee County, MI",0.4629,0.0071
05000US26051,"Gladwin County, MI",0.4472,0.0147
05000US26053,"Gogebic County, MI",0.4887,0.0307
05000US26055,"Grand Traverse County, MI",0.448,0.0145
05000US26057,"Gratiot County, MI",0.4555,0.0166
05000US26059,"Hillsdale County, MI",0.4339,0.0127
05000US26061,"Houghton County, MI",0.4736,0.0145
05000US26063,"Huron County, MI",0.4329,0.0109
05000US26065,"Ingham County, MI",0.4731,0.0065
05000US26067,"Ionia County, MI",0.3857,0.0116
05000US26069,"Iosco County, MI",0.4112,0.0168
05000US26071,"Iron County, MI",0.4293,0.0185
05000US26073,"Isabella County, MI",0.4905,0.0137
05000US26075,"Jackson County, MI",0.4452,0.0117
05000US26077,"Kalamazoo County, MI",0.4672,0.0083
05000US26079,"Kalkaska County, MI",0.4251,0.0192
05000US26081,"Kent County, MI",0.4569,0.0053
05000US26083,"Keweenaw County, MI",0.4572,0.0432
05000US26085,"Lake County, MI",0.4322,0.0107
05000US26087,"Lapeer County, MI",0.419,0.0128
05000US26089,"Leelanau County, MI",0.4569,0.0166
05000US26091,"Lenawee County, MI",0.417,0.0121
05000US26093,"Livingston County, MI",0.4071,0.0069
05000US26095,"Luce County, MI",0.3958,0.024
05000US26097,"Mackinac County, MI",0.4377,0.0244
05000US26099,"Macomb County, MI",0.4246,0.0045
05000US26101,"Manistee County, MI",0.4365,0.0178
05000US26103,"Marquette County, MI",0.4284,0.0116
05000US26105,"Mason County, MI",0.4634,0.0297
05000US26107,"Mecosta County, MI",0.4555,0.0173
05000US26109,"Menominee County, MI",0.4387,0.0316
05000US26111,"Midland County, MI",0.4728,0.0134
05000US26113,"Missaukee County, MI",0.3977,0.013
05000US26115,"Monroe County, MI",0.4203,0.0105
05000US26117,"Montcalm County, MI",0.4178,0.0104
05000US26119,"Montmorency County, MI",0.3887,0.0194
05000US26121,"Muskegon County, MI",0.4391,0.0105
05000US26123,"Newaygo County, MI",0.4368,0.0149
05000US26125,"Oakland County, MI",0.4687,0.0035
05000US26127,"Oceana County, MI",0.4179,0.021
05000US26129,"Ogemaw County, MI",0.4376,0.0201
05000US26131,"Ontonagon County, MI",0.3986,0.0139
05000US26133,"Osceola County, MI",0.4215,0.0106
05000US26135,"Oscoda County, MI",0.4439,0.0332
05000US26137,"Otsego County, MI",0.4089,0.0229
05000US26139,"Ottawa County, MI",0.4163,0.0074
05000US26141,"Presque Isle County, MI",0.4352,0.0224
05000US26143,"Roscommon County, MI",0.4295,0.0221
05000US26145,"Saginaw County, MI",0.477,0.0132
05000US26147,"St. Clair County, MI",0.4342,0.008
05000US26149,"St. Joseph County, MI",0.4217,0.016
05000US26151,"Sanilac County, MI",0.431,0.0107
05000US26153,"Schoolcraft County, MI",0.4262,0.022
05000US26155,"Shiawassee County, MI",0.4036,0.0122
05000US26157,"Tuscola County, MI",0.4122,0.0121
05000US26159,"Van Buren County, MI",0.4391,0.0121
05000US26161,"Washtenaw County, MI",0.4848,0.0063
05000US26163,"Wayne County, MI",0.4978,0.0027
05000US26165,"Wexford County, MI",0.4537,0.0292
05000US27001,"Aitkin County, MN",0.4254,0.0134
05000US27003,"Anoka County, MN",0.3908,0.0058
05000US27005,"Becker County, MN",0.4489,0.018
05000US27007,"Beltrami County, MN",0.4506,0.0173
05000US27009,"Benton County, MN",0.4091,0.0137
05000US27011,"Big Stone County, MN",0.4234,0.0226
05000US27013,"Blue Earth County, MN",0.4349,0.0103
05000US27015,"Brown County, MN",0.3956,0.0246
05000US27017,"Carlton County, MN",0.4024,0.0116
05000US27019,"Carver County, MN",0.4238,0.0104
05000US27021,"Cass County, MN",0.4365,0.0082
05000US27023,"Chippewa County, MN",0.431,0.0217
05000US27025,"Chisago County, MN",0.3569,0.0103
05000US27027,"Clay County, MN",0.4202,0.0133
05000US27029,"Clearwater County, MN",0.4577,0.0204
05000US27031,"Cook County, MN",0.4027,0.0273
05000US27033,"Cottonwood County, MN",0.3933,0.0183
05000US27035,"Crow Wing County, MN",0.4562,0.0179
05000US27037,"Dakota County, MN",0.4122,0.0051
05000US27039,"Dodge County, MN",0.3864,0.015
05000US27041,"Douglas County, MN",0.446,0.0272
05000US27043,"Faribault County, MN",0.4295,0.0193
05000US27045,"Fillmore County, MN",0.406,0.0123
05000US27047,"Freeborn County, MN",0.4141,0.0177
05000US27049,"Goodhue County, MN",0.4139,0.0109
05000US27051,"Grant County, MN",0.4572,0.0279
05000US27053,"Hennepin County, MN",0.4817,0.0036
05000US27055,"Houston County, MN",0.399,0.0161
05000US27057,"Hubbard County, MN",0.4229,0.0119
05000US27059,"Isanti County, MN",0.3946,0.0174
05000US27061,"Itasca County, MN",0.4308,0.016
05000US27063,"Jackson County, MN",0.4378,0.0623
05000US27065,"Kanabec County, MN",0.3918,0.0125
05000US27067,"Kandiyohi County, MN",0.4348,0.0128
05000US27069,"Kittson County, MN",0.3943,0.0246
05000US27071,"Koochiching County, MN",0.4302,0.033
05000US27073,"Lac qui Parle County, MN",0.4409,0.0183
05000US27075,"Lake County, MN",0.388,0.0177
05000US27077,"Lake of the Woods County, MN",0.3858,0.028
05000US27079,"Le Sueur County, MN",0.3919,0.0108
05000US27081,"Lincoln County, MN",0.4492,0.0224
05000US27083,"Lyon County, MN",0.4417,0.0191
05000US27085,"McLeod County, MN",0.4132,0.0264
05000US27087,"Mahnomen County, MN",0.442,0.018
05000US27089,"Marshall County, MN",0.3895,0.014
05000US27091,"Martin County, MN",0.4342,0.0203
05000US27093,"Meeker County, MN",0.4215,0.0189
05000US27095,"Mille Lacs County, MN",0.4215,0.0151
05000US27097,"Morrison County, MN",0.4276,0.0221
05000US27099,"Mower County, MN",0.45,0.0171
05000US27101,"Murray County, MN",0.4043,0.0129
05000US27103,"Nicollet County, MN",0.4215,0.0221
05000US27105,"Nobles County, MN",0.4162,0.02
05000US27107,"Norman County, MN",0.4411,0.0288
05000US27109,"Olmsted County, MN",0.4505,0.0088
05000US27111,"Otter Tail County, MN",0.4335,0.01
05000US27113,"Pennington County, MN",0.4033,0.022
05000US27115,"Pine County, MN",0.4276,0.0151
05000US27117,"Pipestone County, MN",0.4643,0.0295
05000US27119,"Polk County, MN",0.4239,0.0114
05000US27121,"Pope County, MN",0.4163,0.0179
05000US27123,"Ramsey County, MN",0.46,0.0044
05000US27125,"Red Lake County, MN",0.4109,0.0244
05000US27127,"Redwood County, MN",0.4099,0.012
05000US27129,"Renville County, MN",0.4259,0.015
05000US27131,"Rice County, MN",0.4333,0.0127
05000US27133,"Rock County, MN",0.4168,0.0229
05000US27135,"Roseau County, MN",0.397,0.0218
05000US27137,"St. Louis County, MN",0.4454,0.007
05000US27139,"Scott County, MN",0.4009,0.0101
05000US27141,"Sherburne County, MN",0.3661,0.0128
05000US27143,"Sibley County, MN",0.4089,0.0173
05000US27145,"Stearns County, MN",0.4312,0.0083
05000US27147,"Steele County, MN",0.4088,0.0126
05000US27149,"Stevens County, MN",0.4854,0.0407
05000US27151,"Swift County, MN",0.4587,0.021
05000US27153,"Todd County, MN",0.406,0.0112
05000US27155,"Traverse County, MN",0.4088,0.0237
05000US27157,"Wabasha County, MN",0.4161,0.0169
05000US27159,"Wadena County, MN",0.4118,0.0146
05000US27161,"Waseca County, MN",0.4386,0.0231
05000US27163,"Washington County, MN",0.4198,0.0074
05000US27165,"Watonwan County, MN",0.4279,0.0179
05000US27167,"Wilkin County, MN",0.4312,0.0583
05000US27169,"Winona County, MN",0.4341,0.0169
05000US27171,"Wright County, MN",0.3881,0.012
05000US27173,"Yellow Medicine County, MN",0.4057,0.0184
05000US28001,"Adams County, MS",0.5216,0.0227
05000US28003,"Alcorn County, MS",0.4654,0.0313
05000US28005,"Amite County, MS",0.513,0.0295
05000US28007,"Attala County, MS",0.5098,0.035
05000US28009,"Benton County, MS",0.4587,0.0402
05000US28011,"Bolivar County, MS",0.5283,0.0286
05000US28013,"Calhoun County, MS",0.4152,0.0189
05000US28015,"Carroll County, MS",0.4482,0.0392
05000US28017,"Chickasaw County, MS",0.4516,0.0218
05000US28019,"Choctaw County, MS",0.4758,0.0405
05000US28021,"Claiborne County, MS",0.4696,0.0367
05000US28023,"Clarke County, MS",0.4894,0.0378
05000US28025,"Clay County, MS",0.5082,0.0418
05000US28027,"Coahoma County, MS",0.5442,0.0379
05000US28029,"Copiah County, MS",0.454,0.0263
05000US28031,"Covington County, MS",0.4543,0.0261
05000US28033,"DeSoto County, MS",0.4054,0.011
05000US28035,"Forrest County, MS",0.4955,0.0207
05000US28037,"Franklin County, MS",0.4748,0.0291
05000US28039,"George County, MS",0.4574,0.0432
05000US28041,"Greene County, MS",0.4195,0.0387
05000US28043,"Grenada County, MS",0.4692,0.0235
05000US28045,"Hancock County, MS",0.4526,0.0244
05000US28047,"Harrison County, MS",0.4602,0.01
05000US28049,"Hinds County, MS",0.4692,0.0085
05000US28051,"Holmes County, MS",0.5747,0.0363
05000US28053,"Humphreys County, MS",0.5413,0.045
05000US28055,"Issaquena County, MS",0.5659,0.1126
05000US28057,"Itawamba County, MS",0.4215,0.0366
05000US28059,"Jackson County, MS",0.4623,0.0141
05000US28061,"Jasper County, MS",0.4861,0.0257
05000US28063,"Jefferson County, MS",0.4939,0.0423
05000US28065,"Jefferson Davis County, MS",0.5073,0.0281
05000US28067,"Jones County, MS",0.4806,0.0223
05000US28069,"Kemper County, MS",0.4665,0.0413
05000US28071,"Lafayette County, MS",0.5212,0.023
05000US28073,"Lamar County, MS",0.4635,0.0219
05000US28075,"Lauderdale County, MS",0.504,0.0197
05000US28077,"Lawrence County, MS",0.4585,0.024
05000US28079,"Leake County, MS",0.4923,0.0282
05000US28081,"Lee County, MS",0.4674,0.0177
05000US28083,"Leflore County, MS",0.5857,0.0432
05000US28085,"Lincoln County, MS",0.4762,0.0221
05000US28087,"Lowndes County, MS",0.4691,0.019
05000US28089,"Madison County, MS",0.4737,0.0153
05000US28091,"Marion County, MS",0.4924,0.0272
05000US28093,"Marshall County, MS",0.4511,0.0299
05000US28095,"Monroe County, MS",0.4638,0.0213
05000US28097,"Montgomery County, MS",0.507,0.0708
05000US28099,"Neshoba County, MS",0.467,0.018
05000US28101,"Newton County, MS",0.4667,0.0235
05000US28103,"Noxubee County, MS",0.5001,0.0451
05000US28105,"Oktibbeha County, MS",0.5373,0.0219
05000US28107,"Panola County, MS",0.4624,0.0308
05000US28109,"Pearl River County, MS",0.4381,0.0172
05000US28111,"Perry County, MS",0.4848,0.0511
05000US28113,"Pike County, MS",0.5209,0.0281
05000US28115,"Pontotoc County, MS",0.4259,0.0203
05000US28117,"Prentiss County, MS",0.4654,0.035
05000US28119,"Quitman County, MS",0.4643,0.0196
05000US28121,"Rankin County, MS",0.4082,0.0122
05000US28123,"Scott County, MS",0.534,0.0449
05000US28125,"Sharkey County, MS",0.4998,0.0356
05000US28127,"Simpson County, MS",0.4773,0.0338
05000US28129,"Smith County, MS",0.4958,0.0512
05000US28131,"Stone County, MS",0.4771,0.0637
05000US28133,"Sunflower County, MS",0.5064,0.0235
05000US28135,"Tallahatchie County, MS",0.5244,0.0367
05000US28137,"Tate County, MS",0.4222,0.0214
05000US28139,"Tippah County, MS",0.4395,0.0263
05000US28141,"Tishomingo County, MS",0.443,0.0217
05000US28143,"Tunica County, MS",0.5046,0.095
05000US28145,"Union County, MS",0.4218,0.022
05000US28147,"Walthall County, MS",0.5542,0.0622
05000US28149,"Warren County, MS",0.4855,0.0249
05000US28151,"Washington County, MS",0.5365,0.0272
05000US28153,"Wayne County, MS",0.5072,0.0348
05000US28155,"Webster County, MS",0.4255,0.029
05000US28157,"Wilkinson County, MS",0.4907,0.0471
05000US28159,"Winston County, MS",0.5275,0.0625
05000US28161,"Yalobusha County, MS",0.402,0.0276
05000US28163,"Yazoo County, MS",0.5346,0.0488
05000US29001,"Adair County, MO",0.5137,0.0313
05000US29003,"Andrew County, MO",0.4115,0.0243
05000US29005,"Atchison County, MO",0.4395,0.0293
05000US29007,"Audrain County, MO",0.4513,0.0364
05000US29009,"Barry County, MO",0.4814,0.0443
05000US29011,"Barton County, MO",0.4761,0.0321
05000US29013,"Bates County, MO",0.4564,0.0546
05000US29015,"Benton County, MO",0.4669,0.0385
05000US29017,"Bollinger County, MO",0.4082,0.0312
05000US29019,"Boone County, MO",0.465,0.0107
05000US29021,"Buchanan County, MO",0.4453,0.0124
05000US29023,"Butler County, MO",0.471,0.0225
05000US29025,"Caldwell County, MO",0.4022,0.0217
05000US29027,"Callaway County, MO",0.4022,0.0156
05000US29029,"Camden County, MO",0.4508,0.0176
05000US29031,"Cape Girardeau County, MO",0.4609,0.0225
05000US29033,"Carroll County, MO",0.4344,0.0225
05000US29035,"Carter County, MO",0.4341,0.0327
05000US29037,"Cass County, MO",0.3964,0.0076
05000US29039,"Cedar County, MO",0.4477,0.0426
05000US29041,"Chariton County, MO",0.4398,0.0205
05000US29043,"Christian County, MO",0.4107,0.0125
05000US29045,"Clark County, MO",0.4638,0.0472
05000US29047,"Clay County, MO",0.4128,0.0119
05000US29049,"Clinton County, MO",0.3673,0.0149
05000US29051,"Cole County, MO",0.4155,0.0149
05000US29053,"Cooper County, MO",0.4057,0.0196
05000US29055,"Crawford County, MO",0.437,0.0255
05000US29057,"Dade County, MO",0.442,0.0354
05000US29059,"Dallas County, MO",0.4724,0.051
05000US29061,"Daviess County, MO",0.4299,0.0252
05000US29063,"DeKalb County, MO",0.3919,0.0222
05000US29065,"Dent County, MO",0.4537,0.0339
05000US29067,"Douglas County, MO",0.4621,0.0339
05000US29069,"Dunklin County, MO",0.5018,0.0251
05000US29071,"Franklin County, MO",0.4311,0.0155
05000US29073,"Gasconade County, MO",0.4253,0.0402
05000US29075,"Gentry County, MO",0.4356,0.0339
05000US29077,"Greene County, MO",0.4692,0.0092
05000US29079,"Grundy County, MO",0.4293,0.0222
05000US29081,"Harrison County, MO",0.401,0.0177
05000US29083,"Henry County, MO",0.4699,0.0292
05000US29085,"Hickory County, MO",0.4235,0.0222
05000US29087,"Holt County, MO",0.4105,0.0233
05000US29089,"Howard County, MO",0.4005,0.0227
05000US29091,"Howell County, MO",0.4617,0.0189
05000US29093,"Iron County, MO",0.4517,0.0262
05000US29095,"Jackson County, MO",0.4627,0.0054
05000US29097,"Jasper County, MO",0.4367,0.015
05000US29099,"Jefferson County, MO",0.3916,0.0085
05000US29101,"Johnson County, MO",0.3975,0.0164
05000US29103,"Knox County, MO",0.4846,0.0841
05000US29105,"Laclede County, MO",0.4158,0.0247
05000US29107,"Lafayette County, MO",0.4204,0.0197
05000US29109,"Lawrence County, MO",0.434,0.0165
05000US29111,"Lewis County, MO",0.429,0.0291
05000US29113,"Lincoln County, MO",0.4017,0.0152
05000US29115,"Linn County, MO",0.4238,0.0271
05000US29117,"Livingston County, MO",0.4284,0.0204
05000US29119,"McDonald County, MO",0.4233,0.022
05000US29121,"Macon County, MO",0.3976,0.0157
05000US29123,"Madison County, MO",0.4537,0.0309
05000US29125,"Maries County, MO",0.4424,0.0336
05000US29127,"Marion County, MO",0.4421,0.0297
05000US29129,"Mercer County, MO",0.4129,0.0277
05000US29131,"Miller County, MO",0.4483,0.0287
05000US29133,"Mississippi County, MO",0.4894,0.0324
05000US29135,"Moniteau County, MO",0.4045,0.0238
05000US29137,"Monroe County, MO",0.4071,0.0466
05000US29139,"Montgomery County, MO",0.4116,0.0213
05000US29141,"Morgan County, MO",0.4672,0.042
05000US29143,"New Madrid County, MO",0.4366,0.0169
05000US29145,"Newton County, MO",0.4716,0.0258
05000US29147,"Nodaway County, MO",0.4518,0.0234
05000US29149,"Oregon County, MO",0.4471,0.0254
05000US29151,"Osage County, MO",0.403,0.0378
05000US29153,"Ozark County, MO",0.4531,0.0296
05000US29155,"Pemiscot County, MO",0.49,0.027
05000US29157,"Perry County, MO",0.3927,0.0194
05000US29159,"Pettis County, MO",0.4306,0.014
05000US29161,"Phelps County, MO",0.4848,0.0223
05000US29163,"Pike County, MO",0.4326,0.0268
05000US29165,"Platte County, MO",0.4261,0.0125
05000US29167,"Polk County, MO",0.436,0.0206
05000US29169,"Pulaski County, MO",0.3882,0.019
05000US29171,"Putnam County, MO",0.4435,0.0603
05000US29173,"Ralls County, MO",0.4127,0.0425
05000US29175,"Randolph County, MO",0.4139,0.0163
05000US29177,"Ray County, MO",0.4005,0.0226
05000US29179,"Reynolds County, MO",0.4368,0.0312
05000US29181,"Ripley County, MO",0.4357,0.0287
05000US29183,"St. Charles County, MO",0.3962,0.0059
05000US29185,"St. Clair County, MO",0.4196,0.0257
05000US29186,"Ste. Genevieve County, MO",0.4004,0.0224
05000US29187,"St. Francois County, MO",0.4185,0.016
05000US29189,"St. Louis County, MO",0.4919,0.0045
05000US29195,"Saline County, MO",0.4346,0.0285
05000US29197,"Schuyler County, MO",0.4412,0.0373
05000US29199,"Scotland County, MO",0.5092,0.0617
05000US29201,"Scott County, MO",0.4863,0.032
05000US29203,"Shannon County, MO",0.4183,0.0229
05000US29205,"Shelby County, MO",0.4285,0.0273
05000US29207,"Stoddard County, MO",0.4369,0.0224
05000US29209,"Stone County, MO",0.4624,0.0285
05000US29211,"Sullivan County, MO",0.4222,0.0443
05000US29213,"Taney County, MO",0.4168,0.0161
05000US29215,"Texas County, MO",0.4769,0.036
05000US29217,"Vernon County, MO",0.4479,0.046
05000US29219,"Warren County, MO",0.4235,0.0196
05000US29221,"Washington County, MO",0.4533,0.0259
05000US29223,"Wayne County, MO",0.4511,0.0256
05000US29225,"Webster County, MO",0.4182,0.0216
05000US29227,"Worth County, MO",0.4047,0.0345
05000US29229,"Wright County, MO",0.477,0.0369
05000US29510,"St. Louis city, MO",0.5048,0.0066
05000US30001,"Beaverhead County, MT",0.4927,0.0365
05000US30003,"Big Horn County, MT",0.4293,0.029
05000US30005,"Blaine County, MT",0.4374,0.022
05000US30007,"Broadwater County, MT",0.4298,0.0702
05000US30009,"Carbon County, MT",0.4031,0.0213
